title,type,Unnamed: 0,sells,price
华为+p30,全网通8G+256G【华为官方直供】,544.0,1889,4188.0
apple+iphone11,64GB美版有锁激活电信,546.0,1865,5900.5
apple+iphone7,128G 全网通4G,948.5,1864,1730.5
apple+iphone8plus,256G 全网通,2342.69,1857,3402.69
vivo+iqoo,8G 128G,1624.0,1853,2891.75
红米+note8,全网通8+128,550.0,1833,1438.0
apple+iphonexsmax,全网通 256G,551.0,1830,5314.67
华为+nova5pro,全网通+（8G+256G）,554.0,1809,2913.0
华为+nova5pro,8GB+128GB 全网通,1510.5,1808,2199.0
华为+nova5pro,全网通8GB+128GB,1279.0,1796,2450.66
华为+mate20,（6G+128G),556.0,1781,2583.0
apple+iphonex,全网通256G,557.0,1779,6836.38
华为+mate30pro,4G版（8G+128G） 全网通,558.0,1779,5832.33
红米+k20,6G+128G 全网通,561.0,1767,1658.67
荣耀+8x,全网通 6GB+128GB,564.0,1759,1247.0
华为+nova5pro,8GB+256GB全网通（碎屏险套餐）,566.0,1751,2899.0
荣耀+8x,全网通(6G+64G),567.0,1745,1079.0
中兴+axon10pro,8GB+256GB,568.0,1741,3699.0
华为+p30,8G+64G,1866.5,1741,2962.2
apple+iphonexs,全网通 256G,1179.0,1735,4731.34
华为+mate30pro,全网通8G+128G（4G版）,570.0,1734,5799.0
华为+mate20,6+128G 【官方标配】,571.0,1730,2746.25
荣耀+20,全网通（8G+256G）,946.5,1721,2426.5
荣耀+10,升级GT版 全网通 6GB+128GB,573.0,1721,1799.0
魅族+x8,全网通4GB+64GB,576.0,1713,895.67
华为+p30,8+128G 全网通,2125.43,1712,3392.44
荣耀+20,全网通8GB+256GB（领券减100）,577.0,1709,2444.0
华为+畅享9plus,全网通(4+64GB),578.0,1708,1088.0
小米+cc9,全网通6GB+128GB,1188.0,1692,1274.92
华为+畅享10plus,全网通(6G+128G)(分期免息0首付),581.0,1690,1699.0
华为+nova5,6+128G 全网通,1471.33,1665,1763.44
apple+iphone11promax,全网通(64GB),592.0,1655,8858.25
华为+nova4,4800万超广角三摄（8G+128G）,594.0,1621,2799.0
荣耀+10,升级GT版 全网通6GB+64G,595.0,1619,2699.0
小米+mix3,8GB+128GB,912.0,1609,2454.66
oppo+k5,8G+128G,598.0,1605,1999.0
oppo+a5,官网标配,599.0,1597,932.33
apple+iphone8,全网通 256GB,601.0,1592,4288.0
荣耀+20i,全网通版6GB+64GB,602.0,1588,999.0
oppo+renoz,全网通(8G RAM+128G ROM),606.0,1567,2199.0
华为+p30,（8G+128G）,608.0,1560,3688.0
红米+7,全网通(4G+64G),609.0,1556,757.0
vivo+z5,8GB 128GB,1598.0,1551,1962.38
vivo+u3x,4G 64G,612.0,1546,999.0
小米+小米9,8G+256G 全网通,617.0,1540,2876.6
apple+iphone11,64GB美版激活有锁移动电信,619.0,1537,6038.0
apple+iphone11,256GB美版有锁激活电信移动,2257.5,1526,5799.0
华为+畅享9,4GB RAM+ 64GB ROM,624.0,1517,929.0
华为+nova5,全网通+咨询客服有礼（6G+128G）,626.0,1509,1899.0
华为+畅享9,全网通4G+128G,2171.67,1506,995.22
华为+mate30,全网通（8+128G）华为官方直供,627.0,1502,5000.67
华为+畅享9,全网通（4+128G）,628.0,1499,971.5
荣耀+20,全网通8GB+128GB,1613.75,1497,1961.5
红米+k20pro,全网通8G+128G,630.0,1490,2282.0
华为+畅享9plus,全网通（6G+128G）,1047.0,1479,1231.75
小米+小米8,全网通（4G+64G）,635.0,1476,1099.0
apple+iphonex,全网通 128G,972.0,1473,3680.5
华为+nova4,全网通(4G+128G),638.0,1456,1181.67
oppo+reno10,6GB+256GB,639.0,1455,4014.0
红米+7,3G+32G 全网通,640.0,1454,698.0
红米+k20pro,尊享版 8G+512G 全网通,641.0,1452,2518.0
oppo+reno,超值套餐,1890.0,1446,3298.52
荣耀+9x,全网通 6GB+64GB,643.0,1428,1299.0
荣耀+9x,全网通 4GB+64GB,644.0,1427,1099.0
apple+iphone11promax,全网通256G,2375.25,1423,10056.88
红米+note8,8GB+128GB,1546.33,1411,1514.67
华为+mate30pro,全网通(8G+256G)(4G版),649.0,1409,6299.0
三星+galaxya70,6GB+128GB,648.0,1409,2499.0
华为+nova4,(6G RAM+128G ROM),650.0,1406,1305.67
荣耀+20pro,8G+128G 赠蓝牙耳机+原装数据线,652.0,1398,2586.5
华为+mate20,全网通(6G+128G)（皮套套餐）,653.0,1397,3199.0
华为+畅享9plus,（4GB+128GB）送正品耳机+钢化膜,657.0,1383,1159.0
荣耀+20,全网通（3GB 64GB）,660.0,1378,899.0
华为+mate20x,8G+256G 全网通5G,659.0,1378,6999.0
华为+mate20pro,8GB+128GB (3D面部识别+屏内指纹),2652.0,1377,3757.8
华为+mate20,全网通(6G+64G),1814.67,1376,2562.83
荣耀+20i,6+64G,662.0,1374,999.0
apple+iphone11,64G 全网通『赠全新苹果充电器』,2289.75,1371,5537.75
魅族+16x,6G+64G,665.0,1358,1046.2
华为+p30,【8+128】屏内指纹,667.0,1352,4503.0
小米+小米8,6G+64G 全网通,1520.5,1349,1256.88
华为+畅享10plus,全网通4G(6GB+128GB)【赠一年碎屏险】,668.0,1348,1699.0
小米+小米9,12G+512G 【现货速发】,669.0,1344,4408.5
黑鲨+,全网通 12G+256G,671.0,1343,3549.0
荣耀+8x,4+64G 全网通,670.0,1343,924.8
华为+nova5pro,（白条24期分期免息）全网通(8G+128G）,673.0,1338,2599.0
apple+iphonex,64G 全网通 『赠全新苹果充电器』,674.0,1329,3432.5
华为+畅享9,3+32G全网通,675.0,1329,779.0
oppo+a5,超值套装,1875.67,1327,957.33
荣耀+20pro,全网通8GB+128GB,676.0,1325,2595.67
华为+畅享9plus,全网通(6G+128G),677.0,1322,1228.0
apple+iphonex,256G 全网通 『赠全新苹果充电器』,678.0,1317,3819.0
apple+iphonexr,64G 全网通,2815.25,1312,3549.44
荣耀+9x,6+128G 全网通,679.0,1308,1599.0
apple+iphone7,256G 全网通,3252.43,1307,2282.74
荣耀+v20,高配版（8GB+128GB）,680.0,1301,1958.0
红米+note8,6G+128G 全网通,1415.5,1294,1255.5
华为+畅享10plus,全网通4G(6GB+128GB),682.0,1293,1699.0
荣耀+10,（6G+128G）,685.0,1282,1293.5
小米+cc9,全网通8G+128G,1030.5,1269,2664.66
华为+畅享9,4+128G全网通,689.0,1266,909.0
红米+7a,全网通3GB+32GB,691.0,1264,548.0
华为+畅享9plus,全网通 4G+128G,692.0,1261,1178.5
华为+mate20x,6GB+128GB 全网通,1197.5,1253,3840.75
荣耀+9x,全网通（8G+256G）,694.0,1253,2199.0
努比亚+红魔,全网通(8GB + 128GB),695.0,1251,2095.67
华为+mate30pro,全网通（8GB+256GB）,697.0,1250,6899.0
apple+iphone11,全网通 (128G),698.0,1245,5689.67
华为+mate20,全网通 6G+128G（仅需2599到手）,699.0,1244,3194.0
荣耀+8x,全网通(4G+64G),700.0,1242,888.0
apple+iphonexsmax,全网通 64G,703.0,1237,4828.0
华为+nova5pro,官方标配,702.0,1237,2709.0
apple+iphonex,64G 全网通『赠全新苹果充电器』,1165.5,1235,4100.58
apple+iphonexr,128G全网通,2160.2,1226,3962.9
小米+cc9,全网通(8G+256G),1668.0,1226,2541.5
oppo+r17pro,全网通(6G RAM+128G ROM),2587.0,1224,2199.0
oppo+reno,套餐(蓝牙耳机+吃鸡游戏手柄),1762.67,1219,2860.11
华为+畅享8,4G+64G,711.0,1199,728.0
oppo+k3,双卡双待,712.0,1192,1724.0
oppo+k5,新品首销有礼,716.0,1180,2163.29
oppo+k5,超值套装,2500.83,1179,2150.22
红米+7,全网通 3G+32G,1111.5,1176,845.62
apple+iphonex,全网通256GB,720.0,1167,7099.0
华为+mate30,8G+128GB全网通（4g版）,722.0,1164,4299.0
apple+iphone11promax,256G,2878.33,1161,10199.5
小米+小米8,(6G RAM +128G ROM),725.0,1158,1191.67
oppo+a5,(全网通 3G+64G),727.0,1156,899.0
apple+iphone7,全网通(32G),730.0,1151,3699.0
华为+mate30pro,8GB+128GB全网通（4g版）,734.0,1138,5959.0
vivo+z5x,6G 128G,735.0,1137,1440.86
apple+iphone11promax,256GB（+Airpods套装版）,1462.0,1137,11438.5
荣耀+20pro,全网通（8GB+128GB）,738.0,1125,2395.67
华为+mate20x,全网通6G+128G,1563.0,1119,4143.5
华为+nova5pro,全网通（8GB+128GB）,1684.0,1118,2496.0
荣耀+20i,全网通（6GB+256GB）,1565.0,1113,1799.05
荣耀+10,8G+128GB全网通,742.0,1110,1943.0
华为+p30,8G+128G（12期免息）,744.0,1105,3682.0
荣耀+9x,6G+128G全网通咨询赠一年影视会员观影权益,745.0,1103,1496.5
华为+畅享10plus,6G+128G（详情页领劵减100）,748.0,1099,1691.5
魅族+16,全网通(6G+128G）,747.0,1099,2645.75
华为+畅享9,移动全网通 4G+64G,746.0,1099,845.75
华为+畅享10plus,6GB+128GB,2012.5,1098,1527.25
魅族+16x,6G+128G,750.0,1092,1318.4
华为+nova5pro,8G+256G （12期免息）,752.0,1081,2899.0
华为+畅享10plus,全网通(4G+128G)(分期免息0首付),753.0,1078,1424.0
华为+畅享10plus,6+128G 全网通,754.0,1075,1699.0
红米+7,(4GB RAM+64GB ROM),755.0,1071,789.0
华为+mate30,标准版,758.0,1064,12999.0
华为+mate30,全网通8G+128G（4G版）,1943.0,1061,4299.0
小米+mix2s,6GB + 64GB,760.0,1061,1209.0
小米+cc9,全网通(6G+128G),1381.0,1055,1736.25
vivo+z3,6GB 64GB,1272.5,1054,1017.93
apple+iphonexsmax,256G 全网通,2508.6,1054,5288.43
apple+iphone11,64G 全网通,2492.43,1050,6668.89
华为+nova5,6+64G全网通,764.0,1043,1499.0
华为+畅享9plus,【4+128G】移动全网通,768.0,1035,1213.5
apple+iphone7,全网通128GB,769.0,1034,3360.5
荣耀+v30,全网通 6GB+128GB 碎屏险套装,773.0,1031,3304.0
荣耀+10,6GB+64GB 全网通,771.0,1031,1059.0
华为+畅享9plus,全网通 6G+128G,776.0,1021,1268.25
oppo+r17,8G+128G,778.0,1015,1433.0
华为+畅享9,全网通(4GB+64GB),1513.0,1014,849.25
荣耀+8x,6G+64G(全网通),779.0,1009,1197.48
华为+畅享9,秒杀版移动4G+全网通(4G+64G),780.0,1007,836.5
华为+畅享9,4G+64G 全网通,782.0,1006,833.0
红米+7a,全网通2GB+16GB,781.0,1006,475.0
荣耀+9x,6G+64G全网通咨询赠一年影视会员观影权益,784.0,1005,1299.8
华为+畅享9plus,全网通 4G+64G,785.0,1003,950.5
apple+iphone11,256GB（+小度在家套装版）,786.0,1000,9928.0
apple+iphone11,64GB美版有锁激活电信移动,1582.5,999,4420.67
红米+k20pro,全网通(12G+512G),787.0,999,2698.0
华为+mate20,6GB+128GB（到手价2599元）,793.0,986,3049.0
荣耀+v20,全网通（8+128G）,795.0,983,1911.67
华为+nova5pro,全网通8GB+128GB【减200/2299起】,796.0,982,2539.0
三星+galaxys10,7D版 128G,797.0,981,3799.0
华为+畅享10plus,4GB+128GB全网通（白条分期免息0首付）,798.0,980,1399.0
荣耀+20i,全网通(6GB 64GB),803.0,972,999.9
荣耀+9x,4+64G全网通,804.0,971,1076.5
vivo+z5,8GB+128GB,1805.5,970,2098.0
荣耀+20,全网通（8G+128G）,1855.5,964,2049.0
诺基亚+x7,全网通(6G+64G),805.0,962,1699.0
小米+小米8,全网通8GB+128GB,806.0,959,2248.0
apple+iphonexr,128G,1714.75,953,4596.25
华为+mate30,全网通(6G+128G)(4G版),808.0,952,3999.0
三星+galaxys10+,7D版128G,814.0,939,4499.0
魅族+16,6+64G,816.0,936,1581.33
vivo+s1pro,8GB 128GB,818.0,933,1998.0
荣耀+v20,全网通(8G+128G),2050.5,931,2024.0
华为+畅享9plus,(4G RAM+128G ROM),1295.0,930,1076.5
华为+畅享10plus,4G+128G,821.0,929,1399.0
荣耀+9x,【6G+128G】尊享版,823.0,928,1678.5
华为+p30,全网通(6G+128G)（新版本）,826.0,926,3388.0
apple+iphonexr,全网通256G,1936.0,923,5767.92
荣耀+9x,【6G+64G】高配版,829.0,923,1299.0
荣耀+20pro,全网通8GB+256GB,831.0,918,2895.67
apple+iphone11,64GB美版有锁激活移动电信,2373.0,912,5076.93
红米+note8,6+128G 全网通,838.0,910,1249.0
小米+小米9,全网通12G+512G,840.0,907,4398.0
荣耀+20i,6+256G 全网通,839.0,907,1799.0
荣耀+9x,8G+256G全网通咨询赠一年影视会员观影权益,841.0,907,1932.33
apple+iphone11,全网通256GB,2375.5,903,7521.5
华为+p30,全网通8G+512G【 华为官方直供】,844.0,901,5788.0
红米+note8,全网通8GB+128GB,1204.5,899,1479.5
apple+iphone7,全网通128G,1219.5,897,3212.0
荣耀+9x,全网通 8GB+256GB,845.0,896,1944.67
oppo+k5,套餐(原装耳机+吃鸡游戏手柄),846.0,895,2149.0
红米+note8,全网通6G+128G,848.0,888,1218.25
oppo+k5,超值套餐,849.0,881,2142.75
华为+nova5,官方标配,853.0,876,1899.0
华为+nova5pro,全网通(8GB+128GB),1790.5,875,2599.0
vivo+s1pro,6GB 128GB,854.0,874,1698.0
一加+7,8G+256G全网通【明星单品】,1308.5,874,3224.0
华为+nova6,5G版（8G+128G）,855.0,873,3799.0
荣耀+8x,全网通 6GB+64GB,856.0,864,1092.8
华为+畅享9,全网通4GB+128GB,1254.5,863,978.5
apple+iphone11promax,64GB（+Airpods套装版）,1314.0,860,10159.75
华为+p30,8G+256G,2989.75,859,3846.25
华为+mate30,4G版 8G+128G全网通【华为官方直供】,860.0,853,4532.33
荣耀+20pro,8G+256G 赠蓝牙耳机+原装数据线,862.0,852,3036.5
华为+nova6,5G版（8G+256G）,864.0,845,4199.0
红米+note8,全网通6+64,866.0,842,1188.0
华为+nova4,6G+128G 全网通碎屏险套装,867.0,840,1485.33
荣耀+10,6GB+128GB 全网通,868.0,839,1499.0
荣耀+10,6G+64G,1410.0,836,1456.0
apple+iphone11,128GB（碎屏无忧）,870.0,834,5941.33
apple+iphonexs,64G 全网通,2170.0,830,4081.27
魅族+x8,4+64G,875.0,823,844.67
华为+畅享10plus,全网通4+128GB,877.0,818,1399.0
荣耀+20i,(6G+256G),879.0,814,1504.67
华为+nova5,8GB+128GB（白条免息+多重豪礼）,878.0,814,1999.0
apple+iphonex,256G 全网通『赠全新苹果充电器』,1341.5,812,4671.5
华为+nova5pro,全网通(8G+256G),880.0,809,2899.0
荣耀+20i,6G+64G 赠原装耳机,883.0,805,999.0
apple+iphonexs,64G全网通,2318.25,801,4333.38
魅族+16,全网通6GB+128GB,885.0,798,2099.0
黑鲨+,全网通(8G+128G),887.0,794,3110.33
华为+mate30pro,全网通（8G+256G）5G版,890.0,793,6965.67
apple+iphone11,64GB美版有锁移动电信,889.0,793,5863.0
oppo+a9,4G+128G,891.0,792,1349.0
荣耀+10,6G+128G,1275.0,789,1346.0
oppo+renoz,全网通,894.0,787,2199.0
华为+p30,8G+512G赠华为无线充+蓝牙音箱,895.0,786,6016.57
红米+7,全网通 6G+64G,897.0,782,950.5
红米+note8,全网通6GB+128GB,1819.75,780,1286.75
荣耀+10,全网通（6G+128G）,2329.0,780,1624.2
华为+mate30,全网通(8G+128G)(5G版),899.0,778,4999.0
华为+nova5,全网通（6G+64G）华为官方直供,900.0,777,1599.0
apple+iphone11,64G美版有锁激活移动电信,901.0,777,5963.0
魅族+x8,全网通(6G+128G),905.0,770,1664.67
荣耀+20,8G+128G全网通,1389.0,768,1865.34
魅族+16,全网通 (8G+128G),907.0,762,2923.0
荣耀+9x,6G+128G 送原装耳机+数据线+蓝牙音箱,906.0,762,1799.0
荣耀+8x,4G+64G(全网通),908.0,760,975.48
华为+nova5pro,全网通8GB+256GB,1948.5,756,2853.16
红米+note8,全网通6G+64G,911.0,756,1033.0
apple+iphonex,64G 全网通4G,2273.33,751,3128.5
荣耀+20,全网通（8GB+256GB）,2102.67,749,2442.33
华为+mate30pro,4G版（8G+256G）全网通,913.0,749,6332.33
小米+小米8,(6G RAM+ 64G ROM),916.0,745,1242.0
荣耀+20,全网通8G+128G,917.0,743,1999.0
荣耀+v30,全网通6G+128G,921.0,739,3299.0
红米+k20,8G+256G全网通,922.0,737,1781.33
小米+小米8,全网通（6G+64G）,925.0,734,1275.67
华为+nova5,8G+128G,2285.4,731,2069.0
apple+iphone11promax,全网通(256GB),927.0,729,10133.5
华为+mate30,8+128G 全网通,929.0,728,4999.0
华为+nova5,6G+128G,2608.17,725,1807.33
apple+iphonex,64GB 全网通4G,2127.5,723,3345.75
小米+小米8,全网通（6G+128G）,934.0,722,1582.33
华为+nova5,8GB+128GB【到手价1799元】,935.0,722,1999.0
华为+mate20x,（8GB+256GB）5G全网通,936.0,721,4899.0
华为+nova5pro,全网通(8G+128G）,937.0,719,2437.0
华为+mate30,8GB+128GB全网通（5G版）,938.0,716,4999.0
黑鲨+,全网通 12G+512G,942.0,712,3949.0
荣耀+20i,6G+64G,947.0,711,1199.0
华为+mate20pro,全网通(8G+256G)(UD版 屏内解锁),948.0,710,5399.0
荣耀+20i,全网通4G+128G,2599.0,708,1299.0
华为+mate30pro,5G版(8G+256G)【华为无线充+华为AI音】,951.0,707,6999.0
apple+iphone11,全网通(64GB),953.0,705,8093.25
华为+nova5,6+128G全网通,954.0,705,1699.0
华为+mate30pro,8GB+256GB全网通（4g版）,957.0,703,6459.0
apple+iphonex,256GB 全网通,2313.0,703,3983.22
oppo+a5,超值套餐,959.0,701,1032.33
荣耀+v20,全网通6GB+128GB,960.0,701,1712.0
华为+nova5,全网通8G+128G,1981.5,701,2249.0
红米+7,全网通3G+32G,963.0,699,974.33
华为+畅享9,4+128G 全网通,1349.5,698,1075.66
华为+nova6,5G SA/NSA双模全网通(8+128G),2493.5,692,3799.0
荣耀+8x,(4G RAM+64G ROM),964.0,691,976.4
华为+p30,全网通（8GB+128GB）,967.0,689,3688.0
vivo+z5x,8GB 128GB,966.0,689,1603.0
华为+nova5,8GB+128GB 全网通（赠送一年碎屏险）,969.0,686,2099.0
apple+iphonexr,全网通128GB,1384.0,685,4784.5
oppo+a9,官方标配,970.0,683,1399.0
华为+mate30pro,5G（8G+256G）原装无线充套装,972.0,682,6965.7
小米+小米9,全网通(8G+128G),973.0,680,2723.5
华为+mate30pro,8GB+128GB全网通4G【原装无线充套装】,974.0,678,5799.0
apple+iphone11,64G 全网通 赠苹果充电套装,976.0,672,4990.67
荣耀+v20,全网通 8G+128G,977.0,670,2359.0
vivo+iqoo,8GB 64GB,980.0,668,2198.0
红米+7a,全网通2GB+32GB,982.0,667,528.0
华为+畅享10plus,8G+128G全网通（白条分期免息0首付）,984.0,666,1899.0
华为+mate20pro,8+128G(UD版）（详情页领劵减500）,983.0,666,4682.33
apple+iphone8plus,全网通 256GB,985.0,665,5999.0
oppo+renoz,全网通(6G RAM+256G ROM),986.0,665,2199.0
vivo+u1,全网通,987.0,661,749.0
华为+p30,8GB+256GB 全网通,2564.6,661,3717.28
荣耀+magic2,全网通(8GB 128GB),988.0,660,1799.0
华为+nova5pro,8G+256G,2547.33,659,2493.11
红米+note8,全网通 8G+128G,989.0,657,1478.0
黑鲨+,12GB+128GB,992.0,655,3436.38
华为+mate20x,8G+256G 全网通(宝石蓝自动升级5G版本),991.0,655,6999.0
华为+mate20pro,6G+128G 全网通,995.0,654,2584.79
荣耀+20,全网通+咨询客服有优惠（8G+128G）,993.0,654,2299.0
华为+mate30pro,全网通(8G+256G)(5G版),996.0,651,6899.0
荣耀+20pro,全网通（8G+128G）,997.0,651,2599.0
努比亚+红魔,全网通(6GB + 64GB),999.0,649,1865.67
小米+小米9,全网通(8G+256G),2073.0,647,2576.88
华为+p30,全网通(8G+128G)+碎屏险,1000.0,646,4659.43
一加+7,8+256GB,1002.0,645,3449.0
荣耀+20,全网通（8G +128G ）,1003.0,644,1999.0
华为+畅享9plus,全网通 4+128GB,1006.0,639,1499.0
三星+galaxys10,6+128GB,1007.0,637,3749.0
小米+max3,全网通6+128G,1008.0,637,1207.67
红米+note8,全网通(8GB+128GB),1009.0,636,1438.0
华为+p30,8+128GB【减200】,1011.0,635,3688.0
华为+mate20pro,全网通4G(6GB+128GB),1012.0,634,3999.0
华为+畅享9plus,全网通 6+128GB,1013.0,633,1799.0
华为+p30,6G+128G,1015.0,630,3388.0
荣耀+9x,全网通8G+256G,2396.5,629,2082.16
华为+mate30,5G版(8G+128G),1441.5,629,5099.0
红米+7a,(2G RAM+16G ROM),1018.0,628,495.67
华为+nova5,全网通（8G+256G）,1019.0,627,2399.0
华为+畅享9plus,全网通（4G+128G）,1742.0,625,1134.75
小米+小米8,8GB+128GB,2340.5,625,1703.54
华为+nova5,全网通 (8G+128G)12期免息,1022.0,623,2099.0
华为+p30,全网通6GB+128GB,1852.33,621,3388.0
小米+小米9,全网通6GB+128GB,1023.0,621,2399.0
apple+iphone11,全网通128G(白条24期免息）,1026.0,620,6499.0
华为+畅享10plus,全网通（6+128GB）,1028.0,618,1649.0
红米+7a,2G+32G全网通,1029.0,617,636.67
一加+7,8G+128G全网通【明星单品】,1030.0,614,3199.0
魅族+16x,全网通6GB+128GB,1033.0,611,1502.33
华为+畅享9plus,全网通(4+128GB),1036.0,606,1088.0
锤子+坚果pro3,8GB+128GB,2800.0,605,2632.34
荣耀+20i,全网通6G+256G,2644.0,602,1799.0
华为+mate20pro,6GB+128GB (3D面部识别),2888.4,602,3476.72
荣耀+v20,全网通6G+128G,1039.0,600,1715.0
华为+mate30pro,4G版（8G+128G）,1040.0,595,6065.67
小米+cc9,全网通6G+64G,2057.67,594,1154.75
华为+p30,全网通（8G+128G）,1450.5,592,4058.0
荣耀+20i,4+128G,1045.0,590,1232.33
华为+mate30pro,4G全网通版(8G+128G)【华为无线充套餐版】,1048.0,589,5979.0
apple+iphone11promax,64G,3363.75,587,8919.75
华为+mate30pro,8G+256G 全网通（6期免息可选）,1051.0,586,6949.1
华为+mate20pro,6G+128G（详情页领劵减500）,1052.0,586,4115.67
魅族+x8,全网通6GB+64GB,1054.0,584,1099.0
华为+畅享9,全网通(4GB 64GB),1059.0,581,899.0
小米+小米9,6G+128G 全网通,1058.0,581,2920.4
vivo+u3x,3G 32G,1060.0,579,799.0
oppo+a5,标配(原装耳机),1061.0,578,924.0
华为+nova5,8G+128G（领劵减100）,1065.0,576,2065.67
红米+7a,移动版全网通2GB+32GB,1064.0,576,518.0
荣耀+8x,骁龙660版(6GB+128GB）,1068.0,573,1542.33
荣耀+v30,全网通 8GB+128GB 碎屏险套装,1762.5,571,3805.25
apple+iphone11,128G 全网通 赠苹果充电套装,1071.0,571,5397.17
apple+iphone7,全网通32G,1691.5,570,3236.5
华为+p30,全网通(8G+256G)+碎屏险,1073.0,566,5159.43
荣耀+v30,全网通8G+128G【碎屏险装】,1075.0,565,3899.0
apple+iphone7,128G 全网通+碎屏无忧,1519.0,565,1598.0
魅族+x8,全网通6GB+128GB,1077.0,562,1399.0
荣耀+20,6GB+128GB全网通咨询赠一年影视会员观影权益,1078.0,561,1499.53
oppo+a5,官网标配（音乐耳机）,1083.0,558,932.33
红米+note8,6G+128G全网通,1085.0,558,1369.0
oppo+r17pro,全网通(8G RAM+128G ROM),2249.5,558,2667.0
红米+7a,(2G RAM+32G ROM),1086.0,551,534.33
华为+畅享10plus,全网通4G(4GB+128GB)【赠一年碎屏险】,1087.0,550,1399.0
努比亚+红魔3,标配,1089.0,547,3265.67
华为+nova6,8GB+128GB（全网通）,1090.0,546,3796.5
oppo+reno,双卡双待,1095.0,544,2999.0
红米+note8,全网通(6GB+128GB),1093.0,544,1374.67
红米+8a,4G+64G 全网通,1096.0,543,695.0
华为+mate20pro,8G+128G 全网通,1097.0,543,3399.33
荣耀+9x,4G全网通 6GB+128GB,1099.0,542,1511.5
华为+nova5,全网通(6G+64G),1103.0,538,1499.0
华为+畅享10plus,6GB+128GB（立减100）,1104.0,538,1688.67
apple+iphone8,64G全网通『赠苹果原装充电器』,1106.0,537,2476.0
华为+p30,全网通（8G+64G）,1107.0,536,3388.0
华为+nova4,4GB+128GB,2393.8,535,1050.87
华为+p30,8+256G 全网通,2907.83,533,3994.38
华为+畅享9,全网通3GB+32GB,1112.0,532,999.0
华为+mate30pro,5G版（8G+256G）全网通,1111.0,532,6932.33
小米+小米8,6G+64G,1116.0,531,1321.0
荣耀+8x,(4GB+64GB),1115.0,531,920.2
华为+畅享9plus,全网通(6GB 128GB),1119.0,527,1281.5
荣耀+20,8G+128G全网通咨询赠一年影视会员观影权益,1878.0,522,1912.87
荣耀+v20,8GB+128GB,2345.33,522,1645.67
华为+nova5pro,8G+128G（下单送好礼）,1122.0,522,2495.0
华为+mate30pro,全网通8G+256G,1123.0,520,7165.67
华为+畅享10plus,全网通6+128GB,1125.0,519,1499.0
apple+iphonex,全网通 256G,2546.67,519,5106.61
华为+畅享9,4G+64G（全网通）,1124.0,519,868.0
apple+iphonexs,64G 全网4G,1127.0,518,3999.0
apple+iphone7,32G 全网通4G,1642.5,516,1418.0
魅族+x8,全网通 (4G+64G),1129.0,512,844.67
apple+iphone11promax,全网通 64G,1130.0,511,9068.5
apple+iphone11,全网通 64G,1997.0,511,6490.67
华为+畅享10plus,全网通 6G+128G,1133.0,508,1699.0
荣耀+9x,全网通4G+64G【已降100今日下单再减20】,1132.0,508,1099.0
荣耀+20pro,8G+256G全网通咨询赠一年影视会员观影权益,1134.0,506,2629.0
apple+iphone11,全网通 128G,1825.0,506,6151.84
华为+畅享10plus,全网通（4G+128G）,1136.0,505,1374.0
vivo+z5x,8G 128G,1137.0,504,1740.86
荣耀+10,4G全网通(6G+128G)送好礼,1138.0,502,1446.0
荣耀+20,全网通(6G+128G),1139.0,501,1539.0
华为+nova5,全网通（6GB+64GB）,1143.0,500,1499.0
华为+nova5,全网通6+64G,1145.0,499,1632.33
apple+iphone7,256G全网通,3019.1,498,2123.93
华为+nova6,8+128G 全网通（5G版）,1147.0,498,3799.0
apple+iphone7,全网通(32GB),1149.0,497,2784.0
apple+iphone11,64GB（+小度在家套装版）,1150.0,497,8539.0
华为+畅享9,4+64G 全网通,1153.0,496,898.0
华为+畅享9,全网通(4G+128G),1152.0,496,995.75
华为+畅享9,移动版全网通4GB+64GB,1154.0,495,848.67
华为+mate20,6GB+64GB（到手价2299元）,1155.0,491,2749.0
小米+小米9se,6G+64G 全网通,1668.5,488,1791.58
apple+iphone8,64GB美版有锁激活移动,1158.0,485,3073.0
华为+mate30,5G版12G+512G,1160.0,483,13688.0
vivo+z5x,6G 64G,1161.0,482,1326.57
华为+nova4,2000万超广角三摄 (8G+128G),1163.0,481,1986.25
小米+max3,全网通 (6G+128G),1165.0,479,1408.33
荣耀+20,8+128G 全网通+碎屏险,1166.0,478,1664.67
荣耀+9x,全网通8GB+128GB,2220.0,478,1908.42
华为+畅享10plus,全网通(8G+128G)(分期免息0首付),1171.0,476,1899.0
黑鲨+,全网通12G+128G,1170.0,476,3399.0
小米+mix2s,MIX2 6RAM+64G 全网通,1169.0,476,966.0
华为+nova5,6G+128G（已直降100）,1174.0,475,1799.0
荣耀+magic2,3D感光全网通（8GB 512GB）,1172.0,475,3999.0
vivo+iqoo,6G 64G,1177.0,473,1998.0
华为+畅享9,（4G+128G）,2869.0,473,992.75
华为+畅享9plus,全网通6GB+128G,1178.0,472,1286.5
荣耀+10,全网通（4G+64G）,1179.0,472,878.5
华为+p30,全网通6G+128G【华为官方直供】,1181.0,471,3446.0
华为+mate30pro,全网通(8G+512G),1182.0,469,7899.0
华为+mate30,全网通（8+256G）华为官方直供,1187.0,465,5499.0
小米+cc9,全网通8G+256G,1886.0,464,2682.12
华为+nova5,6GB+128GB（白条免息+多重豪礼）,1191.0,462,1799.0
