title,type,Unnamed: 0,sells,price
华为+nova5pro,移动全网通 （8GB+128GB）【默认发全网版】,1194.0,460,2341.8
红米+note8,全网通(6GB+64GB),1651.0,460,1146.88
华为+mate20pro,全网通6GB+128GB,1193.0,460,3999.0
魅族+16,全网通（6G+128G）,1197.0,456,2648.0
华为+nova5,全网通 (6G+128G)默认发8+128G,1198.0,455,1799.0
中兴+axon10pro,12GB+256GB,1200.0,455,4199.0
红米+note8,4+64G,1199.0,455,915.0
华为+p30,全网通(8G+512G),1204.0,451,5930.86
华为+nova5,6+64G 全网通,1205.0,448,1499.0
华为+畅享9plus,全网通4GB+128G,1208.0,445,1103.75
华为+nova5,全网通（6G+ 128G),1211.0,442,1699.0
华为+nova4,8G+128G 2000万超广角三摄,1214.0,441,2203.75
华为+nova5pro,全网通8G+256G【咨询立省200】,1213.0,441,2899.0
华为+mate30,4G全网通版(6G+128G)【无线充+AI音箱】,1216.0,439,4587.0
小米+mix2s,【MIx2】6G RAM+128G ROM 全网通,1215.0,439,1055.0
小米+小米9,8G+256G,2507.33,437,3756.83
华为+nova5,全网通6G+64G,1220.0,437,1499.0
红米+note8,全网通(4GB+64GB),1221.0,436,943.0
华为+畅享9,全网通(3G+32G),1222.0,435,793.0
红米+note8,6G+64G 全网通,1743.0,434,1142.0
锤子+坚果pro3,12GB+256GB,1969.5,434,3499.0
apple+iphone7,128G全网通 白条12期免息0首付,2940.0,434,1862.58
红米+k20,全网通 8G+256G,1655.5,433,1790.5
华为+畅享9plus,全网通(6GB+128G),1226.0,431,1249.0
红米+7,(4G RAM+64G ROM),1229.0,429,1199.0
华为+畅享9plus,4GB+128GB全网通,1231.0,428,1126.5
华为+mate20pro,全网通8G+256G(屏幕指纹),1232.0,427,5399.0
红米+7a,2GB+16GB,2036.0,425,483.0
红米+k20pro,4G全网通(12G+512G),1236.0,423,2736.0
努比亚+x,8GB+512GB,1237.0,422,2999.0
华为+畅享9,移动版全网通(4G RAM +64G ROM),1238.0,421,999.0
红米+k20pro,全网通6G+128G,1749.5,419,2248.5
华为+畅享9,移动全网通秒杀版(4GB+64GB),1240.0,419,828.0
红米+7,全网通(4G+64G)+小米活塞耳机(炫彩版),1241.0,417,777.0
华为+nova5pro,8GB+256GB 全网通,1845.5,416,2631.12
apple+iphone11,全网通 (64G),1242.0,416,8165.5
荣耀+v30,V30全网通（6G+128G）+赠送碎屏险,1243.0,415,3299.0
华为+畅享9plus,6G+128G 全网通公开版,1245.0,413,1195.67
apple+iphone7,全网通（128G ROM）标配,1246.0,409,4125.33
apple+iphone7,128G 全网通12期白条免息,1250.0,408,2299.0
华为+mate20pro,8+256G(UD版),1249.0,408,5665.67
apple+iphonex,64G 全网通（白条12期免息）,2516.5,408,3666.5
华为+mate30pro,全网通8G+256G（4G版）,1247.0,408,6299.0
荣耀+v30,V30全网通（8G+128G）+赠送碎屏险,1248.0,408,3699.0
魅族+x8,6+64G,1252.0,406,1118.67
vivo+z3,4GB 64GB,1786.5,404,991.3
魅族+16,全网通（8G+128G）,1254.0,404,2923.0
华为+畅享9,全网通(4GB 128GB),1256.0,403,1049.0
apple+iphonexr,128G 全网通4G,1255.0,403,3699.0
华为+nova5pro,全网通 (8G+128G),1259.0,402,2539.0
apple+iphone8plus,256G,2451.67,401,4034.0
小米+cc9,8G+256G全网通,1263.0,400,2078.75
荣耀+20pro,全网通（8G+256G）,1266.0,399,2862.0
华为+畅享10plus,全网通（6G+128G）分期免息0首付,1267.0,399,1699.0
荣耀+8x,(6GB RAM+128GB ROM),1265.0,399,1333.0
荣耀+20pro,（8G+128G）,1270.0,398,2974.25
华为+mate30pro,4G版（8G+256G）,1269.0,398,6482.33
小米+mix3,8+128G,1268.0,398,2258.0
华为+mate20pro,6GB+128GB 全网通,2227.0,397,3999.0
红米+k20,全网通 (6G+128G),1275.0,394,1999.0
红米+k20,全网通（6GB+128GB）,1274.0,394,1571.33
华为+mate20pro,全网通4G(8GB+128GB)UD屏内指纹版,1276.0,393,4599.0
华为+nova5,6+64G,1278.0,392,1499.0
魅族+x8,6GB+64GB全网通,1280.0,391,967.67
华为+mate30,5G版 8G+128G全网通【华为官方直供】,1281.0,391,4999.0
华为+mate30,8GB+128GB（5G版）,2445.0,391,5009.56
华为+mate30pro,（8G+128G）赠京豆,1283.0,390,5799.0
华为+畅享10plus,全网通（6G+128G）,1285.0,389,1699.0
小米+cc9,6G+64G 全网通,1780.0,389,1373.62
apple+iphonex,64G 全网通（白条6期免息）,2733.33,388,3832.33
华为+畅享10plus,全网通+免费碎屏险（8G+128G）,1286.0,386,1899.0
vivo+u3x,超值套装,1290.0,384,999.0
vivo+x27pro,8GB+128GB,2181.5,384,2407.91
华为+p30,全网通（6G+128G）,1289.0,384,3388.0
华为+p30,全网通 8G+128G(6期免息),1292.0,383,3670.0
华为+mate20x,6G+128G 全网通,2440.75,381,3532.33
华为+畅享9plus,全网通(4GB 128GB),1294.0,381,1176.5
华为+畅享9,全网通（4+64G）,1296.0,380,841.5
apple+iphonexr,64G,2483.0,380,4196.25
荣耀+10,（4G+64G）,1300.0,378,1085.25
apple+iphone8plus,256G全网通,2774.0,375,3433.0
一加+6t,8G+128G全网通,1306.0,375,1909.0
华为+nova4,全网通 6G+128G,1309.0,374,1335.0
小米+mix2s,MIX2 6RAM+128G 全网通,1308.0,374,1099.0
oppo+k3,全网通(8G RAM+256G ROM),1314.0,372,2399.0
华为+p30,全网通（8GB+64GB）,1313.0,372,3388.0
华为+nova5pro,全网通（8G+256GB）分期0首付,1315.0,371,2899.0
华为+nova4,2000万超广角三摄( 6G+128G),1318.0,370,1649.0
apple+iphone11promax,64GB【全保修两年】,1317.0,370,9438.0
华为+畅享9,3G+32G（全网通）,1325.0,366,791.25
apple+iphonexsmax,256G 全网通4G,1842.5,364,5278.34
oppo+a5,4G 64G,1326.0,363,670.0
红米+note8,全网通6GB+64GB,1818.0,360,1148.0
小米+小米8,(4G RAM+128G ROM),1328.0,358,1125.0
红米+note8,8G RAM+128G ROM,1329.0,357,1478.0
华为+畅享9,全网通4G+64G,2876.0,356,1014.5
荣耀+20i,全网通6GB+64GB,1332.0,355,999.0
华为+nova5pro,8G+128G(全网通)送超级快充,1334.0,354,1956.86
vivo+iqoo,6G 128G,1338.0,352,2298.0
锤子+坚果pro3,8GB+256GB,2264.5,352,2882.34
华为+畅享10plus,全网通（移动4G优先版）,1337.0,352,1799.0
apple+iphone7,128G全网通+屏碎无忧,1339.0,351,2151.67
vivo+u3x,3G 64G,1340.0,350,899.0
华为+nova4,4G+128G,1341.0,349,1161.33
荣耀+v20,6GB+128GB,2397.33,349,1439.0
红米+k20,全网通 6G+64G,1805.5,349,1699.0
oppo+reno,官方标配(6期免息),1985.5,348,3332.33
荣耀+20i,6+256G,1342.0,347,1599.0
华为+mate20pro,全网通（8GB+128GB）（UD版屏内解锁）,1343.0,346,4599.0
华为+nova5,移动全网通（8GB+128GB）【默认发全网版】,1346.0,345,1700.75
荣耀+20,6G+128G全网通,1885.0,345,1500.66
魅族+x8,全网通 (4G+64G)+魅族EP21耳机,1348.0,342,864.67
华为+mate20x,4G（6G+128G）,1349.0,342,4899.0
apple+iphone7,128G 全网通6期白条免息,1352.0,340,2099.0
apple+iphonex,全网通64G,1351.0,340,5932.88
华为+p30,【8+256】屏内指纹,1353.0,339,4988.0
荣耀+8x,6+64G 全网通,1355.0,339,1239.0
vivo+x27pro,8GB+128GB全网通,1357.0,338,1903.29
小米+小米9,全网通8G+256G【小米20W无线充】,1356.0,338,2853.5
华为+畅享9,(3G RAM+32G ROM),1364.0,337,788.0
红米+note8,8G+128G全网通,1358.0,337,1459.0
黑鲨+,8G+128G 全网通,1361.0,337,1439.0
华为+mate30,全网通(8G+256G)(5G版),1359.0,337,5499.0
apple+iphonexsmax,全网通256G,1363.0,337,6999.0
红米+k20pro,全网通8G+256G,1944.0,336,2335.5
荣耀+20pro,（8G+256G),1367.0,335,2768.5
红米+note8,全网通(8G+128G),1368.0,335,1438.0
红米+7a,3G+32G全网通,1370.0,334,534.33
魅族+16x,全网通6GB+64GB,1371.0,334,1053.0
apple+iphonexsmax,全网通64G,1372.0,333,5888.0
荣耀+20,全网通6GB+128GB,1873.5,332,1447.0
apple+iphonexsmax,256G全网通『赠苹果原装充电器』,1377.0,331,5499.0
荣耀+8x,6GB+128GB,2268.33,331,1103.2
apple+iphone7,128GB 全网通4G,1375.0,331,1389.0
联想+z5pro,8GB+128GB,1378.0,330,1449.0
荣耀+10,全网通(4GB+64GB)标配,1382.0,328,881.5
华为+nova5,全网通(8G+128G),1388.0,326,2099.0
华为+nova4,2000万超广角三摄（8G+128G）,1387.0,326,2024.0
努比亚+红魔3,全网通【8G+128G】,1391.0,325,3139.0
小米+小米9se,8G+128G 全网通,1864.0,325,2078.04
华为+p30,全网通（8GB+128GB）分期免息+承诺买贵补差,1389.0,325,3688.0
华为+nova5,6GB+128GB【到手价1599元】,1392.0,324,1799.0
华为+p30,8G+128G全网通,1394.0,323,3688.0
荣耀+8x,全网通4G(4GB+64GB),1399.0,322,983.0
华为+mate30pro,全网通（8+512G）0首付12期免息,1395.0,322,7882.33
oppo+reno,标配版,1400.0,321,3370.43
华为+nova5,6GB+128GB 全网通版（赠送一年碎屏险）,1401.0,321,1799.0
红米+8a,全网通 4GB+64GB,1402.0,320,678.0
apple+iphone7,128G 全网通 分期0首付 6期白条免息,1406.0,317,2032.33
apple+iphonex,64GB 全网通,2221.0,317,3255.83
华为+p30,全网通8+128G【减300】,1409.0,313,4490.0
荣耀+9x,全网通6G+128G【已降200+~】,1412.0,313,1799.0
华为+mate20x,(8GB+256GB)全网通,1411.0,313,4299.0
荣耀+v20,全网通(6GB+128GB),1414.0,312,1748.0
小米+max3,全网通 (4G+64G),1415.0,311,1125.33
小米+小米9,全网通(8G + 128G ),1416.0,310,2462.2
华为+p30,全网通(8G+256G) +碎屏险,1417.0,309,4188.0
荣耀+20,全网通(8+256GB),1419.0,307,2499.0
apple+iphone7,128G 全网通 【12期免息】,1420.0,307,1429.0
努比亚+红魔3,8G+128G,1418.0,307,3265.67
apple+iphone8,全网通64G,1907.0,306,3249.0
荣耀+20,全网通(8G+256G),1421.0,305,2254.0
apple+iphone11,256G 美版有锁激活电信,1422.0,305,7000.5
华为+mate30pro,全网通（8G+512G）5G版,1423.0,304,7899.0
魅族+16,全网通8GB+256GB,1425.0,304,2599.0
华为+畅享9plus,全网通(6+128GB),1426.0,304,1188.0
华为+mate30,全网通6G+128G（4G版）,2339.0,304,3999.0
红米+note8,8G+128GB 全网通,1424.0,304,1454.67
华为+畅享9plus,全网通(4GB+128G),1427.0,303,1149.0
apple+iphone11,64GB（碎屏无忧）,1431.0,303,5458.0
华为+nova5,全网通8GB+128GB,2174.5,302,2099.0
oppo+reno,10倍变焦版 全网通,1433.0,301,4074.0
荣耀+10,全网通（6G+64G）,2296.0,301,1337.65
一加+7pro,8GB+256GB 全网通 在保,1435.0,300,3119.0
apple+iphonex,全网通+倍思无线充电背夹 64G,1436.0,299,6519.0
荣耀+9x,8G+128G全网通咨询赠一年影视会员观影权益,2315.0,298,1896.42
apple+iphone8,256G全网通,2801.0,298,3015.8
oppo+findx,8G+128G,1441.0,297,2095.0
小米+cc9,8G+128G 全网通,1440.0,297,2668.0
oppo+r17,6GB+128GB,1442.0,296,1297.0
小米+cc9,8+128G 全网通,1446.0,294,2799.0
小米+小米9,12G+256G,3113.33,294,4170.67
apple+iphone7,256G,2913.8,294,2203.47
华为+畅享10plus,全网通6G+128G,1449.0,293,1699.0
apple+iphone11promax,64G 全网通,2044.5,293,9427.0
红米+k20pro,尊享版 12G+512G 全网通,1448.0,293,2688.0
小米+mix2s,【Mix2】6RAM+64G ROM 全网通,1456.0,292,958.0
小米+max3,全网通(6GB+128GB),1451.0,292,1196.67
华为+nova4,4G+128G 全网通,1454.0,292,1199.0
华为+mate30pro,8+128G全网通,1453.0,292,5799.0
华为+p30,6+128GB【减200】,1452.0,292,3408.0
小米+小米9,全网通(6G+128G）,1457.0,291,2613.5
荣耀+20i,全网通(4G+128GB),1459.0,291,1299.0
华为+nova5pro,全网通8G+128G,1458.0,291,2499.0
荣耀+20i,全网通（6GB+128GB）,1462.0,290,1299.0
华为+nova5pro,全网通（8+128G）,1461.0,290,2539.0
华为+nova4,全网通（4GB+128GB）,1952.0,289,1532.34
华为+mate30,全网通8G+128G,1464.0,289,4999.0
华为+畅享9,全网通(4G RAM +64G ROM),1467.0,289,864.0
小米+小米9,全网通6G+128G,1463.0,289,2528.4
apple+iphonexr,全网通64GB,1469.0,288,4420.0
华为+mate20x,8GB+256GB 全网通,2043.0,288,4129.0
华为+畅享9plus,全网通（6+128G）,1470.0,287,1268.75
红米+7a,(3G RAM+32G ROM),1476.0,284,579.0
华为+p30,8G+128G 全网通（白条免息）,1478.0,283,5030.86
华为+nova4,全网通 4G+128G,1477.0,283,1142.0
华为+mate30pro,4G全网通版(8G+256G)【华为无线充套餐版】,1479.0,283,6453.0
apple+iphone11,限时24期免息0首付/全网通 64GB,1481.0,283,5988.0
荣耀+v30,8G+128G全网通咨询赠一年影视会员观影权益,1971.0,282,3799.8
华为+mate20pro,6GB+128GB(到手价3499元),1482.0,282,4001.0
apple+iphone8plus,全网通128GB,1483.0,282,4799.0
apple+iphonexr,64G全网通,2780.8,281,3762.57
红米+note8,4G+64GB,1485.0,281,953.0
apple+iphone11,全网通128G【信用购机】,1484.0,281,4913.0
荣耀+20i,全网通版4GB+128GB,1487.0,280,1071.67
红米+k20,全网通 6G+128G,1492.0,278,1648.0
红米+note8,全网通 (6G+128G),1495.0,277,1415.0
华为+mate30,5G版(8G+256G),1982.5,277,5599.0
apple+iphone11,限时24期免息0首付/全网通 128GB,1496.0,277,6588.0
apple+iphone11promax,256GB【全保修两年】,1494.0,277,10545.5
apple+iphonex,【6期免息白条分期0首付】64G 全网通,3672.5,276,3957.38
apple+iphonexsmax,全网通 256GB+碎屏险套餐,1499.0,276,9999.0
联想+z5pro,8GB+256GB,1501.0,276,2099.0
华为+mate30pro,8+512GB全网通,1498.0,276,7899.0
荣耀+20i,全网通(6G+64GB),1505.0,275,999.0
华为+nova4,2000万超广角三摄(6G+128GB),1507.0,274,1615.33
小米+小米8,全网通(4G+64G),1510.0,274,1198.5
华为+mate20pro,8GB+128GB(到手价3699元),1514.0,273,4801.0
华为+畅享9,全网通（4GB+128GB）,1512.0,273,993.0
华为+畅享9plus,【6+128G】限时特价,1517.0,269,1223.0
华为+畅享9,全网通(3+64GB),1518.0,268,758.0
荣耀+20i,全网通版6GB+256GB,1524.0,265,1499.0
红米+note8,6G+128GB 全网通,1526.0,264,1361.33
荣耀+9x,8G+128G  送原装耳机.碎屏险,1527.0,263,1999.0
荣耀+20i,（6G+64G),1531.0,261,999.0
华为+畅享9plus,6GB+128GB全网通,1532.0,261,1216.5
华为+p30,6+128G（12期免息）,1534.0,260,3388.0
华为+nova4,4+128G,1533.0,260,1241.67
荣耀+10,4G全网通(4G+64G)送好礼,1536.0,260,870.75
华为+mate20,高配6G+128G【咨询低至2599起】,1540.0,259,2824.0
华为+mate30,6G+128GB全网通（4g版）,1538.0,259,3999.0
华为+畅享9plus,（6GB+128GB）送正品耳机+钢化膜,1546.0,258,1289.0
荣耀+8x,(6GB+128GB),1547.0,257,1288.0
荣耀+9x,6+64G 全网通,1548.0,256,1349.0
小米+mix2s,全网通 6+128,1550.0,255,1799.0
荣耀+8x,4GB+64GB,2357.67,254,805.47
小米+小米9,全网通8GB+256GB,2034.5,253,3250.0
小米+cc9,全网通(6G+64G),2357.67,252,1559.19
apple+iphonex,256G全网通『赠苹果原装充电器』,1551.0,252,4284.0
oppo+a9,超值套装,1552.0,252,1499.0
小米+小米8,4GB+64GB,2091.5,251,803.5
华为+mate30pro,全网通4G(8GB+128GB)【赠无线充和手环】,1555.0,250,5799.0
vivo+iqoo,8G+256G,2681.0,250,3168.5
华为+mate30,8GB+256GB全网通（5G版）,1558.0,250,5499.0
华为+mate20,6+64G 官方标配,1557.0,250,2599.0
apple+iphone11,白条分期128GB,1556.0,250,5999.0
华为+nova4,(4GB RAM+128GB ROM),1560.0,249,1292.33
华为+nova5pro,全网通（8G+128G）+1年碎屏险,1565.0,249,2577.0
荣耀+v20,全网通 6G+128G,1563.0,249,1842.6
小米+小米8,6GB+256GB,2970.0,248,1902.25
apple+iphonex,256G 全网通【6期白条免息】,2270.5,247,3900.5
apple+iphone7,128G白条6期免息,2287.0,247,1773.08
apple+iphone7,128G 全网通【白条12期免息】,1568.0,247,1959.0
apple+iphonexs,256G全网通,3017.75,246,4918.12
华为+nova5pro,8G+256G （24期免息）,1570.0,244,3099.0
荣耀+8x,全网通 4GB+64GB,1573.0,244,917.0
红米+note8,全网通4GB+64GB,1572.0,244,958.0
华为+nova5,6+64GB 全网通 双卡双待,1574.0,244,1499.0
华为+nova5,全网通（6G+64G）,1575.0,243,1499.0
apple+iphonex,256G 全网通+外屏保,1576.0,242,3743.5
荣耀+10,6G+128G全网通咨询赠一年影视会员观影权益,1579.0,241,1259.55
apple+iphonex,256G 全网通（白条12期免息）,2650.0,241,4134.0
荣耀+10,6G+64G全网通咨询赠一年影视会员观影权益,1578.0,241,1062.3
荣耀+9x,4G全网通 4GB+64GB,1577.0,241,1079.0
oppo+reno,6G+128G,1580.0,240,1761.5
华为+mate20pro,8GB+128GB 全网通(面部识别+屏内指纹),1583.0,240,2904.43
华为+mate30,8GB+256GB（5G版）,2576.0,240,5508.44
apple+iphone8,256G 全网通4G,2705.5,240,2504.88
华为+畅享10plus,全网通（4G+128G）分期免息0首付,1588.0,239,1399.0
华为+nova5pro,8+256G 全网通,1594.0,238,2899.0
努比亚+红魔,全网通 8G+128G,2200.0,238,1364.0
荣耀+20,尊享版8G+128G,1593.0,238,1745.0
华为+mate30,8GB+128GB(4G版）(不支持5G）,1592.0,238,4399.0
华为+nova4,全网通（4+128G）,2246.5,238,1150.5
荣耀+20i,全网通6GB+256GB,1598.0,237,1799.0
荣耀+9x,全网通8G+128G,3086.0,237,2049.0
apple+iphone11promax,全网通 512GB,2985.5,235,12961.5
oppo+a5,套餐(原装耳机+吃鸡游戏手柄),1602.0,235,961.5
华为+mate30pro,全网通(8G+128G),1603.0,234,6399.0
华为+畅享9,移动全网通（4+64G）,1605.0,234,954.0
红米+note8,6G+64G全网通,1608.0,233,1215.67
华为+畅享9,全网通(4G+128GB),1610.0,233,959.0
oppo+reno,全网通 8G+128G,1609.0,233,3049.0
apple+iphone7,【白条六期免息】128GB,1611.0,232,3799.0
apple+iphone11,256G 全网通『赠全新苹果充电器』,3252.0,232,6755.46
荣耀+20i,全网通（4GB+128GB）,1617.0,231,1299.07
vivo+x27,8GB 128GB,1616.0,231,2498.0
红米+note8,6G+128GB,1615.0,231,1200.75
华为+畅享9,3GB 32GB,1619.0,230,799.0
华为+nova5,移动全网通（6GB+128GB）,1624.0,229,1537.25
小米+小米9,全网通12G+256G,2491.67,229,3758.43
三星+galaxys10,8G+128G（全网通）赠送三星充电器套装,1626.0,228,3465.5
红米+8a,4G RAM+64G ROM,1627.0,228,699.0
apple+iphonex,全网通+倍思无线充电背夹256G,1625.0,228,7519.0
apple+iphone8,256G,2519.33,227,3281.67
华为+nova5,全网通 (8G+128G),1633.0,227,2099.0
黑鲨+,全网通(8G+256G),1634.0,226,2718.0
荣耀+10,全网通 (6G+128G),1638.0,225,1453.0
努比亚+红魔,全网通 (8G+128G),1637.0,225,1894.0
apple+iphone7,128G白条12期免息,3677.25,225,1863.88
华为+nova5pro,8GB+128GB【手价2399元】,1636.0,225,2499.0
红米+note8,全网通(6G+128G),1641.0,225,1268.25
华为+p30,全网通8GB+256GB,2720.5,225,4546.79
oppo+findx,8GB+256GB,2911.0,224,4284.44
apple+iphone7,128G 全网通【6期白条免息】,2808.75,223,1686.34
魅族+16,全网通8G+128G,1645.0,221,2199.0
apple+iphonexs,256G 全网通,2841.8,220,4632.53
魅族+x8,4GB+64GB 全网通,1655.0,219,899.0
荣耀+10,6GB+128GB,1653.0,219,1150.0
荣耀+20,全网通(8+128GB),1652.0,219,2099.0
荣耀+20,全网通6G+128G,1654.0,219,1499.0
努比亚+红魔,全网通 (6G+64G),1656.0,218,1699.0
华为+畅享10plus,全网通4G+128G,1657.0,218,1399.0
荣耀+9x,全网通 8GB+128GB,1659.0,217,1918.33
oppo+a9,6G+128G,1660.0,216,1549.0
华为+nova6,全网通5G版（8G+128G）,1663.0,216,3799.0
华为+nova5pro,全网通8GB+256GB【减200/2699起】,1661.0,216,2939.0
华为+mate30pro,（8G+256G）赠京豆,1664.0,215,6299.0
华为+nova4,2000万超广角三摄（6G+128G）,1667.0,214,1899.0
华为+mate20x,全网通(6GB 128GB),1668.0,213,4465.67
红米+k20,6GB+64GB,1669.0,213,1899.0
荣耀+20i,4G+128G 赠原装耳机+原装快充数据线+音箱,1675.0,212,1299.0
apple+iphonexsmax,64G 全网通4G,2222.5,212,4698.5
荣耀+v30,8G+256G全网通咨询赠一年影视会员观影权益,1670.0,212,4199.73
apple+iphone7,32GB 全网通4G,1676.0,212,1149.0
荣耀+10,全网通（4+64GB）,1678.0,212,799.0
apple+iphonex,256GB 全网通 【赠苹果充电器】,2624.5,212,4609.0
华为+mate30,8GB+128GB（4G版）,2952.5,212,4299.0
荣耀+20i,（4G+128G）,1677.0,212,1125.0
小米+小米9,全网通8G+128GB+小米20W无线充,1672.0,212,2568.0
华为+mate20pro,8GB+256GB (3D面部识别+屏内指纹),3560.8,210,4089.39
apple+iphonex,64GB【赠苹果充电器】,1681.0,210,3349.0
红米+note8,4G+64G 全网通,1682.0,210,918.0
apple+iphone8plus,64G全网通『赠苹果原装充电器』,2511.0,209,2883.0
红米+8a,全网通4GB+64GB,1683.0,209,699.0
小米+小米9,全网通8G+128G,3088.0,207,2557.35
华为+mate30,5G版 8G+256G全网通【华为官方直供】,1687.0,207,5532.33
红米+note8,6G+64GB 全网通,1688.0,207,1238.0
华为+mate30,6GB+128GB（4G版）,2960.5,207,3999.0
vivo+iqoo,12G 128G,2708.0,206,3281.33
小米+mix3,8+256G,1693.0,206,2438.0
魅族+x8,6+128G,1695.0,206,1292.0
vivo+x27,8G+128G 全网通,1697.0,205,1843.8
荣耀+v20,4G全网通 (8G+128G),1700.0,203,2252.4
apple+iphone11,全网通(256G),1699.0,203,6456.33
荣耀+20pro,全网通（8+256GB）,1705.0,202,2999.0
华为+mate30pro,8G+256G（手环套装）,1706.0,201,6901.0
apple+iphone7,32G 全网通【12期免息】,1709.0,200,1207.0
华为+nova5,6+128GB 全网通 双卡双待,1711.0,198,1699.0
荣耀+20i,6G+256G 赠原装耳机+原装快充数据线+音箱,1714.0,198,1799.0
华为+mate30,全网通4G(6GB+128GB)【赠无线充电器】,1712.0,198,3999.0
apple+iphonex,256GB【赠苹果充电器】,1718.0,197,3749.0
努比亚+红魔3,全网通(8G+128G),1716.0,197,2699.0
apple+iphonexr,全网通 256G,3172.25,197,5778.96
华为+mate30,8G+128G全网通（5G版）,1722.0,196,4999.0
华为+畅享10plus,8GB+128GB,3003.0,196,1738.12
华为+mate30,全网通(6G+128G),1719.0,196,4001.5
红米+note8,8G+256G 全网通,3184.5,195,1658.0
荣耀+magic2,8GB+128GB 全网通,1724.0,195,1616.0
荣耀+9x,全网通8GB+256GB,1730.0,193,1938.0
华为+p30,全网通(8G+512G)+碎屏险,1731.0,193,5959.43
apple+iphone8,全网通 128GB,1733.0,193,3798.0
vivo+x27pro,8GB+256GB全网通,1739.0,192,2057.14
小米+小米9,12G+512G,2487.0,192,4371.0
红米+k20,全网通(8G+256G),1734.0,192,1951.67
一加+7pro,8G+256G全网通【明星单品】,1742.0,191,3979.0
apple+iphone7,128G 全网通+180天店铺保修,1744.0,189,1351.83
华为+p30,全网通4G(8GB+128GB),1746.0,189,4488.0
oppo+k5,全网通 官方标配,1752.0,188,2049.0
华为+nova4,全网通(4GB+128GB),1749.0,188,1169.0
apple+iphone11,全网通(256GB),1751.0,188,9453.5
oppo+reno,标配（蓝牙耳机）,1747.0,188,3258.5
华为+nova6,全网通5G版(8G+128G),1753.0,188,3799.0
华为+mate30,8G+128G 5G全网通,1750.0,188,5002.43
红米+k20pro,尊享版8G+128G,1755.0,187,2397.75
荣耀+8x,4G+64G 全网通,1756.0,187,743.25
apple+iphonexr,64G 全网通4G,1758.0,187,3449.0
华为+nova6,全网通5G版（8+128GB）,1761.0,186,3801.5
apple+iphonexsmax,【6期免息白条分期0首付】256G 全网通,2724.0,186,6022.0
小米+cc9,全网通6GB+64GB,2297.5,186,1233.62
华为+p30,全网通(8G+128G) +碎屏险,1760.0,186,3688.0
apple+iphonex,64G全网通（6期白条免息）,1763.0,185,3439.0
荣耀+9x,4G全网通 6GB+64GB,1765.0,185,1299.0
华为+p30,全网通（8G+256G）,2402.5,185,4588.0
华为+mate20,6GB+64GB 全网通,1767.0,184,1742.0
一加+7,8G+256G【明星单品】,1769.0,184,4599.0
华为+mate30pro,8GB+256GB全网通（5g版）,1766.0,184,6919.0
荣耀+20pro,8GB+128GB全网通 送超级快充,1773.0,183,1903.71
荣耀+9x,全网通6G+64G,1770.0,183,1299.0
apple+iphonexs,64G全网通『赠苹果原装充电器』,1774.0,182,4499.0
华为+nova6,全网通8G+128G,1776.0,182,3849.0
vivo+s1pro,6GB 256GB,1780.0,181,2298.0
华为+mate30,4G版 6G+128G全网通【华为官方直供】,1778.0,181,4415.67
apple+iphone7,256G  国行 全网通,1781.0,181,2315.67
华为+mate20pro,全网通（6GB+128GB),1784.0,179,3999.0
apple+iphonex,64G全网通 白条12期免息0首付,1789.0,178,3726.67
华为+mate20x,8G+256G全网通（24期免息版）,1788.0,178,4899.0
apple+iphonex,6期免息白条分期0首付 全网通256G,1793.0,177,4149.0
apple+iphone11promax,256G 全网通,3189.0,176,11393.5
vivo+x27,全网通,1799.0,176,2573.0
华为+mate30pro,（8G+256G）,1795.0,176,6899.0
华为+mate20pro,8G+128G,1805.0,175,4599.0
荣耀+v20,全网通版(8GB+128GB),1802.0,175,1938.0
一加+6t,8G+128G 全网通,1803.0,175,1552.4
华为+nova5,8GB+256GB 全网通版（赠送一年碎屏险）,1804.0,175,2399.0
红米+note8,6+128G,1806.0,175,1259.0
华为+mate20pro,8GB+128GB 全网通,1810.0,174,4599.0
华为+nova5,移动全网通（6GB+128GB）【默认发全网版。】,1808.0,174,1581.5
apple+iphone11,全网通128G+1年碎屏保,1812.0,173,5797.17
apple+iphone7,32G白条6期免息,2799.0,173,1519.25
vivo+x27,8GB 256GB,1815.0,173,2798.0
华为+畅享9,4G+64G（下单送耳机）,1814.0,173,914.0
荣耀+9x,全网通（8G+128G）,1816.0,172,2199.0
华为+nova5,全网通8GB+256GB,2701.33,172,2399.0
小米+小米8,4G+128G 全网通,1822.0,171,1222.33
apple+iphonex,64G全网通（12期白条免息）,1821.0,171,3589.0
小米+小米9,全网通(6G+128G),1819.0,171,2444.4
华为+畅享10plus,6G RAM+128G ROM,1824.0,171,1699.0
红米+note8,6G+64GB,1820.0,171,1063.0
华为+p30,全网通4G(8GB+128GB)送一年碎屏险,1823.0,171,3688.0
荣耀+9i,4GB+64GB,1827.0,170,757.5
华为+mate30pro,全网通8GB+128GB(4G版),1833.0,169,5799.0
荣耀+9x,全网通（8GB+256GB）,1831.0,169,2199.0
一加+6t,8G+128G全网通4G,1836.0,168,1759.0
apple+iphonexsmax,全网通 512G,1839.0,167,5768.0
华为+畅享10plus,全网通4G(8GB+128GB),1838.0,167,1899.0
oppo+reno,礼盒版（灯光音箱+蓝牙耳机）,1840.0,167,3341.83
apple+iphonexsmax,256G全网通,2704.67,167,5615.0
