,title,store,type,sells,price
814,['华硕ROG游戏'],['疆界互联旗舰店'],经典版12G+512G全网通,102,6648.83
815,['【二手95新】三星 W2018 二手三星W2018'],['智达二手手机专营店'],6G+256G 全网通4G,102,6341.0
816,['荣耀play3'],['疆界互联旗舰店'],4GB+128GB全网通咨询赠一年影视会员观影权益,102,1069.0
817,['华为（HUAWEI）荣耀8x 全网通'],['华信通手机专营店'],全网通 6GB+64GB,101,1075.0
818,['【二手9成新】vivo Y71 全面屏 美颜拍照 二手'],['悦粤二手商品专营店'],4+64G 全网通,101,535.0
819,['【7.12英寸大屏】华为（HUAWEI）荣耀 8X max 全网通4G 移动联通电信 全面屏智能'],['伟德手机专营店'],(6GB+128GB),100,1498.33
820,['【二手9成新】华为 荣耀 畅玩7 5.45英寸 全网通4G 四核 二手安卓'],['辰帆优品二手手机专营店'],全网通 2G+16G,100,285.0
821,['华为（HUAWEI）荣耀20i 全网通版移动联通4G 超广角三摄全面屏AI智能'],['众盛手机专营店'],(6G RAM+128G ROM),100,1399.0
822,['【立减100】华为'],['易销科技手机专营店'],全网通8GB+256GB,99,2875.0
823,['【二手9成新】华为'],['腾龙二手商品专营店'],3+32G  移动4G,99,340.67
824,['【二手9成新】苹果6s'],['金麦子二手手机专营店'],64G全网通,99,912.5
825,['CONQUEST 征服 S12 三防户外智能'],['CONQUEST手机旗舰店'],DMR对讲版,98,3188.0
826,['【二手9成新】 华为（HUAWEI）荣耀9i '],['辰帆优品二手手机专营店'],全网通 4G+128G,98,759.0
827,['【二手99新】三星（SAMSUNG）Galaxy三星S10 三星'],['三星二手手机专卖店'],8G+128G 全网通+原厂充电器套装,98,3559.0
828,['【二手9成新】苹果 7Plus '],['尤博二手商品专营店'],128G 全网通,97,1796.33
829,['OPPO A11'],['OPPO优品专卖店'],超值套餐,97,1574.0
830,['【二手9成新】vivo NEX '],['闲至优品二手手机旗舰店'],8GB+128GB（845）,96,1848.0
831,['【二手99新】三星note10+ 5G/nteo10 骁龙855 安卓智能 拍照游戏'],['发动机优品二手手机专营店'],12GB+256GB （5G） 双卡双待,95,6977.0
832,['华为（HUAWEI） 荣耀10'],['酷比电子手机专营店'],全网通 6GB+64GB,95,1459.0
833,['荣耀play3华为'],['京铠玄手机旗舰店'],4+128G全网通,95,1324.0
834,['【二手9成新】Apple iPhone6 Plus 苹果6plus二手'],['泰业优品二手手机旗舰店'],64G 全网通6期免息,94,1155.0
835,['【4060毫安电池】Coolpad/酷派 C106 全网通4G移动联通电信4G'],['天润智能手机专营店'],全网通(4GB+32GB),94,449.0
836,['【二手95新】三星 Galaxy Note8 N9500 二手三星note8'],['智达二手手机专营店'],6G+256G 全网通4G,94,2218.33
837,['荣耀畅玩8A'],['明日数码旗舰店'],全网通(3G+64G),93,769.0
838,['【二手9成新】 苹果6s Plus二手苹果 iPhone6s Plus 二手'],['发动机优品二手手机专营店'],64G 全网通 0首付 6期白条分期免息,93,1316.0
839,['【二手9成新】vivo Xplay6 指纹 面部识别 5.46英寸曲面屏游戏拍照'],['悦粤二手商品专营店'],(6G RAM 64G ROM),92,1190.0
840,['【二手9成新】荣耀 Play 游戏'],['鑫都二手手机专营店'],6GB+128GB,92,1272.0
841,['【二手9成新】华为（HUAWEI） Mate10 pro安卓'],['丰泽优品二手商品专营店'],全网通(6G RAM+128G ROM),92,1466.75
842,['【二手9成新】OPPO A1 全面屏拍照'],['悦粤二手商品专营店'],4GB 64GB,92,547.0
843,['【二手9成新】小米（MI）红米Note5 安卓'],['闪回二手商品专营店'],3G+32G,92,499.0
844,['【二手9成新】Apple iPhone SE 苹果se 二手'],['马上优品二手商品旗舰店'],32G 全网通,91,756.0
845,['小米Redmi红米K30 '],['疆界互联旗舰店'],8G+128G 全网通【现货速发】,91,1899.0
846,['【二手99新】三星 Galaxy Note 8（SM-N9500）智能双摄|IP68 全网通4G'],['三星二手手机旗舰店'],64G,90,2199.0
847,['360'],['莫拉克手机专营店'],4+64G,90,989.0
848,['【二手9成新】Apple/苹果iPhone6splus 6sP代全网通4G二手'],['翱行二手商品专营店'],16G 全网通,89,933.0
849,['【二手9成新】三星 Galaxy Note8（SM-N9500）二手'],['九九二手商品专营店'],6+256G【全网通4G】带原装充电器,89,2150.0
850,['华为（HUAWEI）荣耀Play3e 全网通版移动联通电信4G 双卡双待 全面屏智能老人老年'],['众盛手机专营店'],(3G RAM   64G ROM),88,739.0
851,['【二手95新】三星 Galaxy Note8 N9500 二手三星note8'],['智达二手手机专营店'],6G+64G 全网通4G,88,1899.0
852,['AGM H1 户外三防智能'],['AGM手机官方旗舰店'],FBI 定制版4G+64G,87,1849.0
853,['【二手9成新】苹果8Plus'],['瓜子二手商品专营店'],256G 全网通,87,3208.0
854,['朵唯D11智能'],['金诚手机专营店'],6GB+64GB,87,699.0
855,['【二手9成新】Apple iPhone6 Plus  苹果6 Plus 二手苹果'],['和初二手商品专营店'],64G全网通,87,941.33
856,['荣耀Play3 华为智能畅玩老人学生'],['佳沪手机旗舰店'],全网通6G+64G【碎屏险装】,87,999.0
857,['小米（MI） 小米6X 全网通 移动联通电信4G'],['众盛手机专营店'],全网通4G版(4G RAM+64G ROM),87,1053.0
858,['联想S5 Pro GT 骁龙660 全网通4G'],['京铠玄手机旗舰店'],6G+64G,85,758.0
859,['小米（MI） 小米6X 全网通4G'],['宇航手机专营店'],6GB运存+64GB内存,85,1068.0
860,['【二手9成新】三星Galaxy S8+（SM-G9550）二手三星S8+'],['智达二手手机专营店'],4G+64G 全网通4G 原装充电器,84,1586.83
861,['小米（MI）Play 全网通4G 双卡双待 小水滴全面屏拍照游戏智能'],['冰之凯盛手机专营店'],全网通6GB+128GB,84,1028.33
862,['【二手9成新】Apple iPhone6sPlus苹果6sPlus苹果'],['焕新二手商品专营店'],64G 全网通,84,1203.0
863,['【二手9成新】华为（HUAWEI）荣耀9X 4800万超清夜拍 6.59英寸升降全面屏'],['闪回二手商品专营店'],4G+64G,83,978.0
864,['【二手9成新】华为 nova3e 全面屏'],['莱森德二手商品专营店'],4+64G,83,838.0
865,['【二手9成新】华为 nova3e 全面屏'],['莱森德二手商品专营店'],4+128G,83,838.0
866,['【二手9成新】Apple iPhone 6 苹果6'],['博之襄二手手机专营店'],16G 全网通 移动4G联通4G电信4G,83,601.33
867,['【二手9成新】小米（MI） 红米Note4X 安卓'],['辰帆优品二手手机专营店'],全网通 3G+16G,83,339.0
868,['【二手9成新】【白条6期免息】vivo'],['唯尔优品二手商品专营店'],4+64G 白条6期免息0首付,81,632.0
869,['【二手9成新】 Apple iPhone6s 苹果6s 二手'],['发动机优品二手手机专营店'],32G 全网通,81,847.5
870,['华为（HUAWEI） 荣耀10'],['酷比电子手机专营店'],全网通 6GB+128GB,81,1659.0
871,['【二手9成新】Apple iPhone6 Plus 苹果6Plus 二手'],['福汇优品二手手机专营店'],64G 全网通【6期白条免息】,80,1011.33
872,['【二手9成新】Apple iPhone6 苹果6 智能二手'],['福汇优品二手手机专营店'],16G 全网通,79,638.0
873,['【二手9成新】vivo Y71 二手'],['闪搜二手手机专营店'],4+64GB 全网通,79,569.0
874,['【二手9成新】Huawei/华为 mate10 Pro '],['泰业优品二手手机旗舰店'],6G+64G 全网通,78,1111.5
875,['【二手9成新】三星 Galaxy S8（SM-G9500）拍拍二手安卓'],['发动机优品二手手机专营店'],S8+ G9550 64G 全网通,78,1493.5
876,['朵唯（DOOV）8C 智能'],['酷风行手机旗舰店'],6+128GB,78,768.0
877,['OPPO A11 '],['OPPO盈毅手机专卖店'],礼盒版（蓝牙耳机+蓝牙音箱）,78,1586.5
878,['华为（HUAWEI） Mate 10 '],['酷比电子手机专营店'],全网通（4GB+64GB）,78,1744.0
879,['小米（MI） 小米6X 拍照'],['京铠玄手机旗舰店'],4+64G 全网通,77,888.0
880,['纽曼（Newman） L99S老年'],['纽曼手机旗舰店'],全网通4G版,77,285.0
881,['华为（HUAWEI） 荣耀V20 '],['优品美手机专营店'],全网通4G(6GB+128GB),76,1699.0
882,['【二手9成新】苹果6s Apple iPhone 6s 二手'],['沪上优品二手商品专营店'],64G,75,934.0
883,['【二手9成新】华为'],['腾龙二手商品专营店'],6+128G 全网通,75,1046.64
884,['vivo NEX3 5G'],['vivo智美专卖店'],8GB 256GB,75,5008.0
885,['vivo X30 5G'],['vivo智美专卖店'],8GB 128GB,75,3364.67
886,['小米 红米 Redmi 8 '],['优爱特手机专营店'],全网通 4GB+64GB,74,798.33
887,['【二手9成新】苹果7Plus'],['翱行二手商品专营店'],32G 全网通【白条12期免息】,74,2039.0
888,['【二手9成新】三星 Galaxy S6 Edge+（G9280）二手三星S6edge+'],['爱悠品二手商品专营店'],4G+64G 全网通4G,74,1021.25
889,['【二手9成新】荣耀 Play 游戏'],['鑫都二手手机专营店'],4GB+64GB,74,1008.0
890,['realme q '],['炜东电商旗舰店'],全网通（4+64G）,73,1122.0
891,['联想S5 Pro GT 骁龙660 全网通4G'],['京铠玄手机旗舰店'],6G+128G,73,898.0
892,['【二手9成新】 Apple iPhone6s 苹果6s 二手'],['发动机优品二手手机专营店'],128G 全网通,73,1165.5
893,['华为mate10华为Mate10Pro全网通智能'],['OKSJ手机旗舰店'],全网通（6G+64G）赠荣耀原装耳机,73,2007.0
894,['【二手9成新】苹果6'],['闪搜二手手机专营店'],32G 全网通+一年碎屏险,72,1005.33
895,['华为畅享10'],['伟德手机专营店'],4GB+128GB,72,1324.0
896,['【二手9成新】一加 6'],['愉快二手手机专营店'],6G+64G 全网通,71,1379.0
897,['【二手9成新】苹果（Apple） iPhone6s Plus 二手'],['沪上优品二手商品专营店'],64G 三网通4G,71,1259.0
898,['【二手9成新】Apple iPhone 6s Plus 苹果6sPlus二手'],['丰泽优品二手商品专营店'],32G 全网通,71,1018.0
899,['荣耀8C 畅玩8C'],['牧申手机旗舰店'],4G+64G 高配版,71,876.6
900,['【二手95新】Huawei/华为 P20 '],['马上优品二手商品旗舰店'],全网通(6G RAM+128G ROM),71,1648.29
901,['努比亚Z20 4800万三摄 超清双屏自拍'],['茄子手机旗舰店'],全网通(6GB+128GB),71,2819.0
902,['自营 AGM H1 户外三防智能'],['AGM京东自营官方旗舰店'],礼品版4G+32G,71,1874.0
903,['【二手9成新】Apple iPhone6 苹果6 智能二手'],['海星优品二手手机专营店'],32G 全网通,70,698.0
904,['【二手9成新】华为（HUAWEI）P20 Pro 全面屏徕卡三摄智能二手'],['天天优品二手商品专营店'],全网通(6G RAM+128G ROM),70,1798.0
905,['【二手9成新】苹果7'],['可多优品二手手机专营店'],32G全网通,70,1208.0
906,['【二手95新】三星 Galaxy S9+（G9650）全视曲面屏 二手'],['发动机优品二手手机专营店'],6G+128G 全网通 赠原装充电器套装,70,2411.0
907,['荣耀play3华为'],['聚捷联盛手机旗舰店'],（4G+128G）,70,1193.5
908,['【二手9成新】OPPO A1 全面屏拍照'],['悦粤二手商品专营店'],3GB 32GB,70,480.0
909,['【二手9成新】华为mate10 二手安卓'],['发动机优品二手手机专营店'],6G+128G 全网通,69,1245.75
910,['【二手9成新】小米 Note3 骁龙660 全网通4G'],['鑫都二手手机专营店'],4GB+64GB,69,720.0
911,['【二手99新】三星（SAMSUNG）Galaxy 三星S9 三星'],['三星二手手机专卖店'],4G+64G 全网通+原厂充电器套装,69,2175.0
912,['【二手9成新】Apple iPhone 6s Plus 苹果6s Plus二手 苹果'],['诚嘉优品二手手机专营店'],32G 全网通,68,1036.0
913,['【二手9成新】小米（MI）小米6 骁龙835 双核安卓'],['泰业优品二手手机旗舰店'],4+64G全网通,68,970.2
914,['小米红米K30 王一博同款'],['佳沪手机旗舰店'],全网通8G+256G,68,2199.0
915,['华为（HUAWEI） Mate10Pro 全面屏'],['冰之凯盛手机专营店'],全网通 6GB+128G,68,2478.0
916,['SAILF R20全新全面水滴屏8核6+128G全网通4G学生游戏超薄安卓指纹超长待机智能'],['硕王手机旗舰店'],4+32G,67,498.0
917,['【二手9成新】苹果se'],['闪搜二手手机专营店'],32G 全网通,67,909.0
918,['【二手95新】华为（HUAWEI）P20全面屏'],['机窝窝二手商品专营店'],6+128G 全网通,67,1588.0
919,['【二手9成新】小米6 4G 二手'],['愉快二手手机专营店'],6G+64G全网通,66,811.5
920,['【二手9成新】苹果X'],['翱行二手商品专营店'],256G 全网通 白条12期免息,66,3934.0
921,['三星（SAMSUNG） 三星 W2018（SM-W2018）翻盖智能'],['掌视界数码旗舰店'],全网通(6G+256G)+三星原装立式无线充电器,65,12274.0
922,['6G+128G大内存 指纹一体游戏全网通4G安卓智能'],['极客小酷手机专营店'],全网通[6G+128G],65,499.0
923,['【二手9成新】Apple iPhone 6s Plus 苹果6sPlus 二手'],['海之博优品二手商品专营店'],32G 全网通,65,1012.0
924,['华为（HUAWEI）荣耀play GT加速游戏'],['优品美手机专营店'],全网通4G（4GB+64GB）,65,1225.67
925,['【二手9成新】Apple iphone 6 苹果6 二手'],['海之博优品二手商品专营店'],32G 全网通,65,694.67
926,['【二手9成新】三星 Galaxy S8+（SM-G9550）6.2英寸安卓智能曲面屏拍照二手'],['福汇优品二手手机专营店'],6G+128G 全网通,64,1718.0
927,['【二手9成新】华为 HUAWEI mate10 pro 二手安卓'],['发动机优品二手手机专营店'],6G+128G全网通,63,1426.75
928,['【二手95新】小米（MI）小米Mix2 '],['闲至优品二手手机旗舰店'],6GB+256GB,63,1279.0
929,['【二手9成新】苹果6s Apple iPhone 6s 4.7英寸 国行二手'],['源发胜二手商品专营店'],16G 全网通,63,828.0
930,['华为'],['易销科技手机专营店'],全网通8GB+256GB,62,2499.0
931,['【二手9成新】华为 荣耀 畅玩7 5.45英寸 全网通4G 四核 二手安卓'],['辰帆优品二手手机专营店'],移动4G 2G+16G,62,275.0
932,['【二手9成新】华为（HUAWEI） Mate10 安卓'],['天天优品二手商品专营店'],全网通(6G RAM+128G ROM),62,1258.0
933,['【二手95新】vivo X23 '],['海之博优品二手商品专营店'],全网通(6G RAM+128G ROM),62,1714.6
934,['【二手9成新】华为（HUAWEI）荣耀9X 4800万超清夜拍 6.59英寸升降全面屏'],['闪回二手商品专营店'],6G+128G,62,1278.0
935,['【二手9成新】苹果6 Apple iPhone6   国行二手'],['源发胜二手商品专营店'],16G  全网通,61,651.33
936,['【二手9成新】Apple iPhone SE 苹果se 二手'],['马上优品二手商品旗舰店'],16G 全网通+碎屏无忧,61,677.0
937,['联想K5 Note'],['世云手机专营店'],3GB+32GB,61,499.0
938,['【二手9成新】Apple iPhone 6 苹果6'],['博之襄二手手机专营店'],64G 全网通 移动4G联通4G电信4G,61,744.67
939,['【二手9成新】Huawei/华为 P20 Pro '],['闲至优品二手手机旗舰店'],6GB+64GB,61,1639.0
940,['【二手9成新】一加 6'],['愉快二手手机专营店'],8G+256G 全网通,61,2132.4
941,['华为（HUAWEI） 荣耀10青春版 '],['普华手机专营店'],6GB+128GB（下单送好礼）,61,1699.0
942,['华为（HUAWEI） Mate10 全面屏 '],['掌视界数码旗舰店'],全网通(6G+128G),60,2851.67
943,['【二手95新】三星 Galaxy S9+（SM-G9650）二手三星S9+'],['智达二手手机专营店'],6G+64G 全网通4G,59,2224.4
944,['【二手9成新】HUAWEI/华为 Mate9 Pro '],['盛世二手手机专营店'],4GB+64GB 全网通,59,1008.67
945,['【二手99新】Apple iPhone 6s Plus 苹果6sPlus 二手'],['马上优品二手商品旗舰店'],128G 全网通,58,1778.5
946,['华为（HUAWEI）荣耀Play3 4800万AI三摄 全网通版移动联通电信4G 双卡双待全面屏'],['众盛手机专营店'],(6G RAM+64G ROM),58,1099.0
947,['华为（HUAWEI） 荣耀畅玩8c 全面屏智能老年老人 '],['京铠玄手机旗舰店'],4+128G 全网通,58,1349.0
948,['【二手9成新】魅族（MEIZU） 魅蓝 Note5 安卓智能'],['愉快二手手机专营店'],4G运行+64G内存 全网通4G,58,506.5
949,['【二手9成新】vivo Y83 刘海全面屏 面部识别 安卓'],['天天优品二手商品专营店'],全网通(4G+64G),58,569.0
950,['【二手9成新】VIVO X23 安卓二手'],['柒点二手手机专营店'],8GB+128GB,58,1806.25
951,['【二手9成新】小米6 二手安卓智能'],['发动机优品二手手机专营店'],4+64G 全网通,58,1224.5
952,['【二手9成新】Apple iPhone6s Plus 苹果6sPlus 二手'],['瓜子二手商品专营店'],32G 全网通,58,1018.5
953,['荣耀Play3 '],['掌视界数码旗舰店'],全网通（4G+128G）,57,1299.0
954,['【顺丰速发】realme Q '],['中国移动手机官方旗舰店'],8G+128G,57,1298.0
955,['荣耀Play3 '],['掌视界数码旗舰店'],全网通(6G+64G),57,999.0
956,['【二手9成新】三星（SAMSUNG）Galaxy S8 S8+ G9550/9500曲面屏 二手'],['泰业优品二手手机旗舰店'],128G 全网通(S8+),56,1796.8
957,['【二手9成新】苹果6s'],['金麦子二手手机专营店'],128G全网通,56,1146.0
958,['守护宝（上海中兴）L105 老人'],['守护宝手机京东自营旗舰店'],电信单卡版,56,139.0
959,['【二手9成新】华为（HUAWEI）荣耀9X 4800万超清夜拍 6.59英寸升降全面屏'],['闪回二手商品专营店'],6G+64G,55,1078.0
960,['【二手9成新】华为'],['腾龙二手商品专营店'],3+32G 联通4G版,55,482.57
961,['华为（HUAWEI）荣耀10青春版 幻彩渐变 全网移动联通电信4G全面屏'],['天域手机专营店'],6GB+128GB,55,1344.0
962,['【二手9成新】vivo NEX '],['闲至优品二手手机旗舰店'],8GB+256GB（845）,55,2149.0
963,['【二手9成新】锤子（smartisan） 坚果Pro2 安卓智能'],['扬帆二手商品专营店'],6+256G全网通,55,1179.0
964,['【二手9成新】苹果7'],['翱行二手商品专营店'],32G 全网通 【白条12期免息】,55,1269.0
965,['魅族（MEIZU）魅族m15 '],['淘金手机专营店'],全网通 (4G+64G)+魅族EP21耳机,55,798.0
966,['魅族（MEIZU） 魅蓝5s 智能'],['宇航手机专营店'],公开全网通（3GB运存+16GB内存）,55,591.0
967,['【二手9成新】苹果XR'],['翱行二手商品专营店'],128G 全网通,54,3538.0
968,['【二手9成新】Apple iPhone 6 苹果6'],['博之襄二手手机专营店'],128G 国行移动4G版 移动4G联通2G,54,924.67
969,['小米红米Redmi 8'],['新松联手机旗舰店'],4+64G全网通,54,735.0
970,['【二手9成新】三星S9+SM-G9650/DS 全网通曲面屏智能'],['九九二手商品专营店'],S9+（6GRAM 128GROM)带黑原装充电器,54,2370.0
971,['【二手9成新】Apple iPhone6 二手苹果6 二手'],['泰业优品二手手机旗舰店'],64G 全网通6期免息,54,888.0
972,['【二手9成新】苹果6'],['闪搜二手手机专营店'],16G 全网通+一年碎屏险,54,741.33
973,['【二手9成新】苹果8 Plus'],['翱行二手商品专营店'],64G 全网通 白条6期免息,54,2781.5
974,['华为（HUAWEI） 荣耀10青春版   原装正品 '],['京铠玄手机旗舰店'],6+64G 移动全网通,54,1149.0
975,['红鸟H2儿童'],['红鸟手机官方旗舰店'],电信 尊享版 豪华套餐&双电池+8G内存卡,53,199.0
976,['【二手9成新】华为'],['腾龙二手商品专营店'],3+32G全网通,53,497.25
977,['【二手9成新】苹果6s'],['翱行二手商品专营店'],16G 全网通 白条12期免息,53,902.5
978,['三星（SAMSUNG） W2018 翻盖智能商务'],['佳沪手机旗舰店'],全网通(6G+256G),53,8038.0
979,['vivo X30 5G'],['vivo耀诚鑫专卖店'],8G 128G,53,3298.0
980,['华为（HUAWEI）荣耀10青春版 幻彩渐变 全网移动联通电信4G全面屏'],['天域手机专营店'],6GB+64GB,53,1124.0
981,['华为（HUAWEI） nova 3e 全面屏'],['安铎数码专营店'],全网通4G(4GB+64GB),53,978.0
982,['【二手9成新】小米 mix2 '],['鑫都二手手机专营店'],6GB+128GB,52,1020.0
983,['【三星直供/5G版】三星Galaxy A90（SM-A9080） 5G智能'],['华信通手机专营店'],8G RAM+128G ROM,52,3799.0
984,['小米（MI） 小米6X 拍照'],['京铠玄手机旗舰店'],6+64 移动全网通,52,933.5
985,['OPPO A11'],['头号卖家旗舰店'],套餐(原装耳机+吃鸡游戏手柄),51,1586.5
986,['纽曼（Newman）F518 翻盖'],['致诚信达数码专营店'],移动版,51,168.0
987,['【二手9成新】小米6 4G 二手'],['愉快二手手机专营店'],6G+128全网通,51,894.0
988,['【二手9成新】苹果7Plus'],['乐亨优品二手商品专营店'],32G 全网通+屏碎无忧,50,1612.83
989,['【二手9成新】华为（HUAWEI） Mate10 '],['丰泽优品二手商品专营店'],128G,50,1268.0
990,['【直播间下单更优惠】小米 Redmi 红米K30 '],['明日数码旗舰店'],全网通(8+128G),50,1899.0
991,['【二手99新】三星（SAMSUNG）Galaxy三星S8+ 三星'],['三星二手手机专卖店'],4G+64G 全网通+原厂充电器套装,50,1759.0
992,['荣耀Play'],['疆界互联旗舰店'],全网通4G+64G,50,1495.33
993,['【二手99新】三星（SAMSUNG）三星S9+ 三星'],['三星二手手机专卖店'],6G+64G 原厂充电器套装,49,2449.0
994,['vivo S5【送夜灯蓝牙音箱】前置3200万写真级自拍 4800万AI四摄极点屏'],['vivo智美专卖店'],8GB 128GB,49,2698.0
995,['【二手95新】vivo NEX3 无界瀑布屏骁龙855Plus 6400万三摄5G全网通 二手'],['闲至优品二手手机旗舰店'],8GB+256GB全网通（5G）,49,4025.0
996,['【二手95新】Apple iPhone6s Plus 苹果6sp 二手苹果6SP 二手'],['乐亨优品二手商品专营店'],32G全网通+180天店铺保修,49,1270.25
997,['【二手9成新】小米（MI）9SE 全网通'],['闪回二手商品专营店'],6G+128G,49,1199.0
998,['【7.12英寸大屏】华为（HUAWEI）荣耀 8X max 全网通4G 移动联通电信 全面屏智能'],['伟德手机专营店'],(6GB+64GB),48,1045.0
999,['【二手9成新】苹果（Apple）二手'],['和初二手商品专营店'],64G全网通,48,3083.0
1000,['华为 nova2s NFC版智能4G'],['银河信业手机专营店'],6G+ 64G全网通移动4G,48,1674.0
1001,['【现货速发】6GB运行朵唯新款智能'],['欧申达手机专营店'],全网通4G(6+128G),48,778.0
1002,['【二手9成新】三星（SAMSUNG）Galaxy S6Edge+(G9280)'],['九九二手商品专营店'],4G+32G 全网通（带原装充电器）,47,1220.0
1003,['【二手95新】苹果XR'],['翱行二手商品专营店'],128G 全网通  白条12期免息,47,4099.0
1004,['【立减100】华为'],['易销科技手机专营店'],8G+128G,47,1999.0
1005,['【二手9成新】vivo X23 水滴屏全面屏'],['海之博优品二手商品专营店'],全网通(8G RAM+128G ROM),47,1962.8
1006,['360 N7 Pro 全网通4G智能'],['莫拉克手机专营店'],4+32G,47,1099.0
1007,['【二手9成新】Apple iPhone SE 苹果se 二手'],['八方优品二手手机专营店'],128G 全网通,46,1518.2
1008,['【二手9成新】三星（SAMSUNG）Galaxy Note8（N9500）全面屏骁龙835二手'],['泰业优品二手手机旗舰店'],6+256G 全网通 三星闪充,46,2299.0
1009,['小米 Redmi 红米K30 王一博同款'],['谷高数码手机专营店'],全网通8G+128G,46,1899.0
1010,['【二手9成新】小米 mix2 '],['鑫都二手手机专营店'],6GB+64GB,46,899.0
1011,['【二手95新】三星 Galaxy S9+（SM-G9650）二手三星S9+'],['智达二手手机专营店'],6G+128G 全网通4G 赠原装充电器套装,45,2524.8
1012,['【二手9成新】Apple  iPhone 6s 苹果6s 二手'],['泰业优品二手手机旗舰店'],128G 全网通,45,1182.5
1013,['【二手9成新】三星 Galaxy Note 8（N9500）商务手写笔 全面屏双卡双待 智能二手'],['文海二手商品专营店'],6+256G（全网通）赠送三星充电器套装,45,2213.0
1014,['荣耀畅玩8A 智能'],['牧申手机旗舰店'],全网通 3G+64G,45,744.0
1015,['【二手9成新】Apple iPhone 6s'],['同城帮二手商品专营店'],32GB 全网通4G,45,848.0
1016,['【二手9成新】Apple iPhone 6s Plus 苹果6sPlus 二手'],['海之博优品二手商品专营店'],128G 全网通,44,1428.5
1017,['【二手9成新】vivo x21i '],['丰泽优品二手商品专营店'],6GB+128GB,44,1064.67
1018,['【8+128GB到'],['君问手机旗舰店'],8G+128G,43,2699.0
1019,['【二手9成新】魅族（MEIZU） 魅蓝 Note5'],['创信誉二手商品专营店'],2GB+16GB 全网通4G,43,302.0
1020,['华为P20Pro'],['疆界互联旗舰店'],6G+64GB（全网通）,43,2399.0
1021,['【二手9成新】Apple苹果6s iPhone6S 二手'],['马顺二手商品专营店'],16G白条12期免息,43,840.0
1022,['【二手9成新】小米Mi 小米Max2 '],['辰帆优品二手手机专营店'],全网通 4G+128G,43,725.0
1023,['【二手95新】Huawei/华为 P20 Pro '],['智达二手手机专营店'],6GB+128GB,43,1779.67
1024,['【二手9成新】一加6二手'],['梦马二手商品专营店'],6 +64G全网通,42,1617.5
1025,['小米（MI） 小米6X 全网通4G'],['宇航手机专营店'],4GB运存+64GB内存,42,904.0
1026,['360 N7 全网通4G 全面屏 游戏'],['莫拉克手机专营店'],6+64G,42,1399.0
1027,['【二手9成新】苹果/iPhone6s 苹果6s Plus 二手苹果6SP 二手'],['乐亨优品二手商品专营店'],64G 全网通+店铺保修,42,1308.0
1028,['苹果 '],['臻火旗舰店'],512GB,42,11917.75
1029,['【1TB现货速发】ROG游戏'],['信通志远旗舰店'],8GB+128GB【散热套装】,42,3759.0
1030,['【二手9成新】小米 Max2 大屏智能'],['鑫都二手手机专营店'],4GB+128GB,41,735.0
1031,['【二手9成新】小米（MI）红米Note5 安卓'],['闪回二手商品专营店'],6G+64G,41,638.0
1032,['华为（HUAWEI） 荣耀10青春版 '],['普华手机专营店'],4GB+64GB,40,1099.0
1033,['OPPO A11【到手1299起】骁龙665 千元四摄全面屏拍照游戏'],['OPPO官方直营旗舰店'],超值套餐,39,1643.44
1034,['【二手9成新】Apple iPhone 5s 苹果5s'],['丰泽优品二手商品专营店'],16G 移动4G,39,458.0
1035,['6G+128G大内存 指纹一体游戏全网通4G安卓智能'],['极客小酷手机专营店'],全网通[6G+64G],39,434.0
1036,['华为（HUAWEI） P20 Pro 全面屏 '],['掌视界数码旗舰店'],全网通(6G+128G)+原装视窗保护套,39,2780.75
1037,['【二手9成新】Huawei/华为 mate10 Pro '],['优锋派二手商品专营店'],6G+128G全网通4G,39,1399.0
1038,['【二手9成新】三星（SAMSUNG）Galaxy S8+（SM-G9550）拍拍二手安卓'],['发动机优品二手手机专营店'],128G,39,1732.67
1039,['【二手95新】三星（SAMSUNG）Galaxy Note9（SM-N9600）二手'],['发动机优品二手手机专营店'],8G+512G 全网通,38,3966.67
1040,['【二手9成新】Apple iPhone6 二手苹果6 二手'],['泰业优品二手手机旗舰店'],16G 全网通『99新』,38,755.0
1041,['【二手95新】Apple iPhone 6 苹果6 国行 自营 原装 二手'],['拍拍二手自营旗舰店'],64G全网通,38,999.0
1042,['努比亚 nubia Z20超清双屏自拍 '],['鹏瑶旗舰店'],8GB+128GB,38,2699.0
1043,['华为（HUAWEI）荣耀畅玩8C 全网通4G移动联通电信4G 双卡双待 全面屏智能游戏老人老年'],['伟德手机专营店'],移动版全网通(4GB+64GB),38,879.0
1044,['【二手9成新】Apple iPhone 6s Plus  苹果6sp二手 苹果'],['同城帮二手商品专营店'],16GB 全网通4G,38,1099.0
1045,['【二手9成新】【现货秒发】vivo Y83 面部识别 刘海屏 安卓'],['悦粤二手商品专营店'],4+32,38,588.0
1046,['【二手9成新】苹果6s Apple iPhone 6s 4.7英寸 国行二手'],['源发胜二手商品专营店'],32G  全网通,37,915.5
1047,['【二手9成新】苹果8'],['翱行二手商品专营店'],256G 12期免息,37,2930.75
1048,['荣耀play3'],['新松联手机旗舰店'],全网通 4GB+128GB,37,1299.0
1049,['【二手9成新】Huawei/华为 nova2S '],['天天优品二手商品专营店'],4GB+64GB,37,775.75
1050,['【二手9成新】三星 Galaxy Note9（SM-N9600）安卓'],['文海二手商品专营店'],8+512G（全网通）赠送三星充电器套装,37,3588.0
