,title,store,type,sells,price
381,['华为mate10华为Mate10Pro全网通智能'],['OKSJ手机旗舰店'],全网通（6G+128G）赠荣耀原装耳机,510,2279.43
382,['【二手9成新】 Apple iPhone 6s'],['同城帮二手商品专营店'],16GB 全网通4G,509,818.0
383,['【二手9成新】Apple iPhone6 Plus 苹果6Plus 二手'],['福汇优品二手手机专营店'],16G 全网通,506,778.0
384,['华为（HUAWEI）荣耀10青春版 全网通版移动联通电信4G 双卡双待 全面屏智能'],['众盛手机专营店'],(6G RAM+64G ROM),504,1059.0
385,['【二手9成新】 Apple iPhone 6s'],['同城帮二手商品专营店'],32GB 全网通4G,504,848.0
386,['【二手9成新】苹果 Apple iPhone6 苹果6智能'],['经典二手商品专营店'],16G 全网通,503,699.0
387,['【二手9成新】华为 nova3e 安卓全面屏 全网通4G'],['鑫都二手手机专营店'],4GB+128GB,500,900.0
388,['【二手8成新】Apple iPhone 6 苹果6二手 苹果'],['同城帮二手商品专营店'],32G 全网通4G,497,668.0
389,['【二手95新】华为 HUAWEI P20 AI智慧徕卡双摄全面屏二手游戏'],['发动机优品二手手机专营店'],6G+64G 全网通,497,1343.0
390,['【二手9成新】三星Galaxy S8+（SM-G9550）二手三星S8+'],['智达二手手机专营店'],4G+64G 全网通4G,496,1516.83
391,['realme X2 6400万拍照'],['智美尚品手机专营店'],6GB+128GB 全网通,494,1961.67
392,['【二手9成新】Apple iPhone6s Plus 苹果6s plus '],['福汇优品二手手机专营店'],32G 全网通,485,1053.0
393,['【二手9成新】Apple iPhone6 苹果6'],['经典二手商品专营店'],16G 全网通,482,699.0
394,['誉品（YEPEN） YP958 4G全网通老年'],['誉品手机官方旗舰店'],4G全网通(2.8寸),481,208.0
395,['【二手9成新】苹果6sPlus'],['翱行二手商品专营店'],32G 全网通,478,1028.0
396,['华为P20全网通 智能'],['OKSJ手机旗舰店'],6G+64G,478,2230.86
397,['APPLE苹果SE iphone se全新原装正品4.0英寸小屏幕4G'],['臻云商海外专营店'],64GB（美版只支持电信联通4G，移动2G网络）,475,2588.0
398,['【二手9成新】苹果6sPlus'],['翱行二手商品专营店'],16G 全网通,472,933.0
399,['【二手9成新】一加 5T（1+5t）全面屏'],['愉快二手手机专营店'],8G+128G 全网通,465,1222.33
400,['华为（HUAWEI）荣耀Play3e 全网通版移动联通电信4G 双卡双待 全面屏智能老人老年'],['众盛手机专营店'],(2G RAM   32G ROM),463,552.33
401,['AGM X3 Turbo 满血骁龙845 户外三防智能'],['AGM手机官方旗舰店'],8G+128G,460,3699.0
402,['【二手9成新】华为 HUAWEI Mate9 pro 全网通4G 曲面屏 双卡双待 二手'],['文海二手商品专营店'],6+128G,459,1290.25
403,['【二手95新】 华为 HUAWEI P20 Pro 二手'],['发动机优品二手手机专营店'],6G+64G 全网通,458,1600.83
404,['【二手9成新】Apple iPhone6s 苹果6s 智能二手'],['诚嘉优品二手手机专营店'],16G 全网通,457,721.0
405,['【二手9成新】Apple iphone 6 Plus 苹果6plus 二手'],['海之博优品二手商品专营店'],64G 全网通,457,959.33
406,['酷派 Coolpad 26臻藏版 AKG耳机礼盒版 真三摄水滴屏'],['酷派京东自营旗舰店'],标准版,450,1299.0
407,['【二手9成新】小米'],['腾龙二手商品专营店'],3+64G 全网通,450,476.5
408,['小米play '],['明日数码旗舰店'],6G+64G,450,1000.2
409,['【二手9成新】魅族（MEIZU） 魅蓝 Note5'],['创信誉二手商品专营店'],3GB+32GB 全网通4G,448,342.0
410,['【二手9成新】vivo X9 Plus/ X9 美颜拍照安卓'],['泰业优品二手手机旗舰店'],4+64G 全网通（X9）,447,555.0
411,['【二手9成新】Apple/苹果iPhone6splus 6sP代全网通4G二手'],['翱行二手商品专营店'],64G 全网通,443,1188.0
412,['【二手9成新】【现货秒发】vivo Y93 水滴屏全面屏 移动联通电信全网通4G'],['悦粤二手商品专营店'],4+64GB,441,690.0
413,['【二手9成新】三星 Galaxy S8（SM-G9500）拍拍二手安卓'],['发动机优品二手手机专营店'],64G 全网通,439,1352.33
414,['【二手9成新】小米6 '],['鑫都二手手机专营店'],6GB+64GB,435,945.0
415,['【二手9成新】一加'],['愉快二手手机专营店'],6G+64G全网通,434,982.33
416,['【二手9成新】魅族（MEIZU）PRO7 双卡双待全网通4G'],['愉快二手手机专营店'],4G+64G 全网通,431,629.0
417,['【二手9成新】三星（SAMSUNG）Galaxy S8+ G9550曲面屏二手'],['九九二手商品专营店'],6+128G【全网通】S8+带原装充电器,430,1680.0
418,['【二手9成新】Apple iPhone6s 苹果6s 智能二手'],['福汇优品二手手机专营店'],16G 全网通,429,742.0
419,['【二手9成新】华为'],['腾龙二手商品专营店'],2+8G 电信版4G,427,198.0
420,['【二手9成新】苹果7Plus'],['瓜子二手商品专营店'],32G 全网通,427,1686.83
421,['华为（HUAWEI） Mate10 Pro'],['优品美手机专营店'],全网通4G(6G+64GB),425,2236.5
422,['【二手9成新】Apple iPhone SE 苹果se 二手'],['海之博优品二手商品专营店'],64G 全网通,424,845.75
423,['朵唯（DOOV）8C 智能'],['酷风行手机旗舰店'],6GB+64GB,423,658.0
424,['realme Q '],['佳沪手机旗舰店'],4GB+64GB,423,988.0
425,['【二手9成新】小米（MI）小米6 '],['闲至优品二手手机旗舰店'],4GB+64GB,421,899.0
426,['vivo X30 6400万拍照'],['vivo官方旗舰店'],8GB 128GB,418,3497.75
427,['华为畅享10 全网通4G'],['久汇通官方旗舰店'],全网通（4G+128G）,416,1399.0
428,['【二手9成新】三星 Galaxy Note8（SM-N9500）二手'],['九九二手商品专营店'],6+128G【全网通4G】带原装充电器,416,1839.0
429,['【二手9成新】苹果8 Plus'],['翱行二手商品专营店'],256G 全网通,415,3185.5
430,['【二手9成新】vivo X9 Plus/ X9 美颜拍照安卓'],['泰业优品二手手机旗舰店'],6G+64G 全网通(X9 plus),414,752.0
431,['飞利浦（PHILIPS） E331K 炫酷红 直板 按键 老年'],['飞利浦手机京东自营旗舰店'],扩音充电底座,413,40.0
432,['红鸟H2儿童'],['红鸟手机官方旗舰店'],电信单卡-尊享版-彩色保护套,412,169.0
433,['realme Q '],['智美尚品手机专营店'],8GB+128GB 全网通,411,1498.0
434,['【二手9成新】Apple iPhone6s Plus 苹果6s plus '],['福汇优品二手手机专营店'],128G 全网通,409,1435.0
435,['【二手9成新】Apple 苹果6 iPhone6 4.7英寸 iPhone'],['优机汇二手手机专营店'],64G,408,709.67
436,['【二手9成新】华为（HUAWEI）荣耀8 青春版 安卓'],['信谊二手商品专营店'],3G+32G 全网通,406,445.0
437,['【二手9成新】Apple iPhone6s Plus 苹果6s Plus 二手'],['经典二手商品专营店'],128G  全网通,404,1626.0
438,['荣耀play3华为'],['聚捷联盛手机旗舰店'],（4G+64G）,398,848.75
439,['华为畅享10 全网通4G'],['久汇通官方旗舰店'],全网通（6G+64G）,396,1349.0
440,['【二手9成新】三星（SAMSUNG）Galaxy S6Edge+(G9280)'],['九九二手商品专营店'],4G+64G全网通（带原装充电器）,396,1280.0
441,['【二手9成新】小米'],['腾龙二手商品专营店'],3+64G全网通,394,498.33
442,['【二手9成新】Apple iPhone SE 苹果se 二手'],['海之博优品二手商品专营店'],16G 全网通,393,632.5
443,['朵唯（DOOV）青春版6.0全面屏拍照游戏'],['移联翼官方旗舰店'],全网通(4GB+64GB)标配版,393,539.0
444,['【二手9成新】小米6 '],['鑫都二手手机专营店'],6GB+128GB,393,1187.0
445,['【二手95新】三星 Galaxy S9+（SM-G9650）二手三星S9+'],['智达二手手机专营店'],6G+128G 全网通4G,392,2478.8
446,['ROG游戏'],['茄子手机旗舰店'],精英版 (8GB+128GB)赠多重好礼,391,4540.43
447,['【二手9成新】 华为（HUAWEI）荣耀9i '],['辰帆优品二手手机专营店'],全网通 4G+64G,387,659.0
448,['小米 Redmi 红米K30 王一博同款'],['茄子手机旗舰店'],全网通4G (6GB+128GB),383,1699.0
449,['自营 AGM X3 Turbo 满血骁龙845 户外三防智能'],['AGM京东自营官方旗舰店'],8G+128G,382,3699.0
450,['【二手9成新】苹果8 Plus'],['翱行二手商品专营店'],64G 全网通 白条12期免息,381,2889.0
451,['【二手99新】Apple iPhone 6 苹果6 国行 自营 原装 二手'],['拍拍二手自营旗舰店'],64G全网通,381,1139.0
452,['【二手95新】华为P20 Pro 安卓智能拍照游戏'],['零度二手商品专营店'],6GB+64GB 全网通 【赠18W快充】,380,1609.0
453,['华为畅享10S 全网通 4G'],['久汇通官方旗舰店'],6G+64G,376,1499.0
454,['【二手9成新】Apple iPhone6Plus 苹果6Plus'],['博之襄二手手机专营店'],16G 移动4G版 移动4G联通2G,372,781.33
455,['【二手9成新】 苹果6s Plus二手苹果 iPhone6s Plus 二手'],['发动机优品二手手机专营店'],16G 全网通,370,1017.5
456,['【二手9成新】诺基亚X6  安卓智能'],['辉煌二手商品专营店'],4+ 64G,369,665.67
457,['【二手9成新】Apple iPhone 6s 苹果6s 二手'],['海之博优品二手商品专营店'],128G 全网通,369,1179.75
458,['【二手9成新】苹果7Plus'],['万城优品二手手机专营店'],32G全网通,368,1849.17
459,['华为畅享10 '],['新松联手机旗舰店'],6GB+64GB,368,1349.0
460,['【二手9成新】Apple iPhone 6s Plus  苹果6sp二手 苹果'],['同城帮二手商品专营店'],64GB 全网通4G,367,1281.0
461,['【二手9成新】Apple iPhone 6s 苹果6s 二手'],['马上优品二手商品旗舰店'],128G 全网通,366,1188.0
462,['vivo X30 Pro 60倍超级变焦 6400万四摄拍照'],['vivo官方旗舰店'],8GB 128GB,358,4197.75
463,['【立减100】华为'],['易销科技手机专营店'],4G+64G,357,1149.0
464,['自营 AGM H1 户外三防智能'],['AGM京东自营官方旗舰店'],4G+64G,356,1699.0
465,['小米（MI） 小米6X 全网通 移动联通电信4G'],['众盛手机专营店'],全网通4G版(6G RAM+64G ROM),349,992.4
466,['【二手9成新】小米'],['腾龙二手商品专营店'],4+128G全网通,346,609.43
467,['【二手9成新】小米'],['腾龙二手商品专营店'],6G+256G 全网通,346,1128.0
468,['【二手9成新】三星S9+SM-G9650/DS 全网通曲面屏智能'],['文海二手商品专营店'],6G+128G（全网通）赠送三星充电器套装,345,2408.0
469,['红鸟H2儿童'],['红鸟手机官方旗舰店'],电信单卡-标准版,344,149.0
470,['【二手9成新】一加6二手'],['梦马二手商品专营店'],8+128G 全网通,344,1468.0
471,['荣耀畅玩8A 智能'],['牧申手机旗舰店'],全网通 3G+32G,342,593.5
472,['【二手9成新】Apple iPhone 6S  二手'],['尤博二手商品专营店'],64G 全网通,342,953.0
473,['【二手95新】苹果X'],['翱行二手商品专营店'],64G 全网通,342,3378.0
474,['华为（HUAWEI）华为P20 Pro 全网通4G  全面屏智能游戏'],['华信通手机专营店'],6GB+64GB,340,2388.0
475,['索爱（soaiy）Z8 玫瑰金 翻盖老人'],['索爱（soaiy）手机京东自营旗舰店'],移动联通版,340,289.0
476,['【二手9成新】vivo Y71 全面屏 美颜拍照 二手'],['悦粤二手商品专营店'],3 +32G 全网通,339,430.0
477,['【二手9成新】 华为'],['腾龙二手商品专营店'],3+16G 移动4G联通2G标准板,339,312.0
478,['【二手9成新】Apple iPhone 5s 苹果5s'],['丰泽优品二手商品专营店'],16G 电信3G,334,428.0
479,['【二手95新】vivo NEX 双屏版'],['闲至优品二手手机旗舰店'],10GB+128GB,333,2214.0
480,['【二手9成新】诺基亚X6  安卓智能'],['辉煌二手商品专营店'],6+ 64G,331,869.0
481,['纽曼（Newman）F518 翻盖'],['致诚信达数码专营店'],电信版,331,198.0
482,['荣耀畅玩8A 智能老人'],['掌视界数码旗舰店'],全网通（3G+32G）,329,599.0
483,['【立减100】华为'],['易销科技手机专营店'],6G+128G,328,1799.0
484,['【二手9成新】锤子（smartisan） 坚果Pro2 安卓智能'],['扬帆二手商品专营店'],4+64G全网通,325,746.0
485,['【二手9成新】Apple iPhone6s Plus 苹果6s plus '],['福汇优品二手手机专营店'],16G 全网通,325,978.0
486,['【二手9成新】三星 Galaxy Note9（SM-N9600）安卓'],['文海二手商品专营店'],6+128G（全网通）赠送三星充电器套装,325,2788.0
487,['【二手9成新】Apple iPhone6 苹果6'],['经典二手商品专营店'],32G 全网通,324,832.67
488,['【二手9成新】Apple iPhone 6s Plus 苹果6sPlus二手'],['丰泽优品二手商品专营店'],128G 全网通,323,1443.0
489,['华为（HUAWEI）荣耀8xmax 全网通'],['华信通手机专营店'],全网通(6GB+128GB),323,1314.0
490,['【二手9成新】华为'],['腾龙二手商品专营店'],3+32G 移动4G版,322,469.91
491,['华为（HUAWEI） 荣耀9i 移动联通电信全网通4G 全面屏智能老人'],['众盛手机专营店'],(4G RAM+128G ROM),322,1149.0
492,['【爆款秒杀】华为（HUAWEI） P20 Pro 全面屏'],['冰之凯盛手机专营店'],全网通【华为直供/分期免息】6G+128G,319,2915.67
493,['【二手9成新】Apple iPhone6s 苹果6s 智能二手'],['诚嘉优品二手手机专营店'],64G 全网通,319,901.0
494,['【二手9成新】三星 Galaxy Note 8（N9500）商务手写笔 全面屏双卡双待 智能二手'],['文海二手商品专营店'],6+64G（全网通）赠送三星充电器套装,319,1810.75
495,['索爱（soaiy）T3 幻海蓝 三防直板老人'],['索爱（soaiy）手机京东自营旗舰店'],电信版,317,179.0
496,['诺基亚（NOKIA）新105老人老小'],['炜东电商旗舰店'],105双卡,316,157.33
497,['【二手9成新】苹果6s'],['金麦子二手手机专营店'],16G全网通,315,778.0
498,['华为畅享10 '],['新松联手机旗舰店'],4GB+64GB,313,1199.0
499,['纽曼（Newman）S9全网通4G移动联通电信老人'],['弗瑞尔手机通讯专营店'],2G全网通版本,312,268.0
500,['【立减100】华为'],['易销科技手机专营店'],全网通8GB+128GB,312,2475.0
501,['华为'],['臻火旗舰店'],4+128GB全网通,311,1399.0
502,['华为'],['易销科技手机专营店'],全网通8GB+128GB,311,1899.0
503,['【二手9成新】华为 P20 '],['鑫都二手手机专营店'],6GB+128GB,309,1658.71
504,['【二手9成新】vivo Y71 二手'],['闪搜二手手机专营店'],3+32GB 全网通,309,430.0
505,['小米 Redmi 红米K30 王一博同款'],['茄子手机旗舰店'],全网通4G(8GB+128GB),308,1899.0
506,['【二手9成新】小米6 二手'],['机窝窝二手商品专营店'],6+64G全网通,308,929.0
507,['【二手9成新】Apple iPhone 6 苹果6二手 苹果'],['同城帮二手商品专营店'],32GB 全网通4G,308,699.0
508,['华为（HUAWEI）荣耀8x 全网通'],['华信通手机专营店'],全网通 4GB+64GB,307,899.0
509,['【二手9成新】Apple iPhone6 苹果6 智能二手'],['海星优品二手手机专营店'],16G 全网通,305,638.0
510,['【二手99新】Apple iPhone 6 苹果6 国行 自营 原装 二手'],['拍拍二手自营旗舰店'],128G全网通,305,1249.0
511,['华为P20全网通 智能'],['OKSJ手机旗舰店'],6G+128G,304,2528.0
512,['realme Q '],['智美尚品手机专营店'],6GB+64GB 全网通,303,1094.67
513,['【二手9成新】三星 Galaxy S9 （SM-G9600/DS）全视曲面屏双卡全网通智能二手'],['文海二手商品专营店'],4+128G（全网通）赠送三星充电器套装,303,2138.0
514,['【二手9成新】苹果7 Plus'],['翱行二手商品专营店'],32G 全网通,300,1820.0
515,['【二手9成新】Apple iPhone 6s 苹果6s（A1700） 二手'],['金麦子二手手机专营店'],16G全网通,299,776.0
516,['【二手99新】三星（SAMSUNG）Galaxy三星Note9 二手'],['三星二手手机专卖店'],6G+128G 全网通+原厂充电器套装,299,3029.67
517,['【二手9成新】Apple iPhone6s 苹果6s 4.7英寸 二手智能'],['海星优品二手手机专营店'],64G 全网通,295,908.0
518,['华为（HUAWEI）P20 Pro 全网通版移动联通电信4G 全面屏徕卡三摄游戏商务智能'],['众盛手机专营店'],(6G RAM+64G ROM),294,2699.0
519,['【二手9成新】Apple iPhone6 苹果6 智能二手'],['海星优品二手手机专营店'],64G 全网通,294,741.33
520,['【二手9成新】一加 5T（1+5t）全面屏'],['愉快二手手机专营店'],6G+64G 全网通,293,1055.67
521,['三星 SAMSUNG 心系天下 W20 5G'],['三星手机京东自营官方旗舰店'],标准版,292,19999.0
522,['三星（SAMSUNG） Galaxy S8+（SM-G9550）全视曲面屏'],['明日数码旗舰店'],4G+64G 全网通,292,3115.67
523,['【二手9成新】苹果7Plus'],['乐亨优品二手商品专营店'],128G 全网通+屏碎无忧,291,1831.33
524,['荣耀Play3 '],['优爱特手机专营店'],4GB+64GB,288,799.0
525,['荣耀畅玩8A 智能老人'],['掌视界数码旗舰店'],全网通（3G+64G）,286,931.5
526,['华为（HUAWEI） P20 Pro 全面屏'],['优品美手机专营店'],全网通4G(6G+128GB),286,2705.67
527,['【二手9成新】苹果（Apple ）6  iPhone 6 二手'],['沪上优品二手商品专营店'],16G 三网通4G,286,625.33
528,['纽曼（Newman）V998 耀石黑 4G全网通移动联通电信 智能翻盖老人'],['纽曼京东自营官方旗舰店'],智能机,285,599.0
529,['realme q '],['炜东电商旗舰店'],全网通（6+ 64G）,285,1091.33
530,['【二手9成新】华为'],['腾龙二手商品专营店'],4+64Ｇ 全网通,282,565.0
531,['【二手9成新】Apple iPhone 5s 苹果5s'],['博之襄二手手机专营店'],16G 国行移动版 移动4G联通2G,279,493.0
532,['【已降500】华为'],['迪信通官方旗舰店'],8GB+128GB,279,4488.0
533,['华为（HUAWEI） 荣耀Magic2 全网通移动联通电信4G 滑盖全面屏智能AI'],['众盛手机专营店'],(8G RAM+128G ROM),279,1968.0
534,['【12期免息0首付/华为无线充+精美智能手环】华为'],['臻火旗舰店'],8+256GB全网通,278,5515.67
535,['华为（HUAWEI）荣耀Play3 4800万AI三摄 全网通版移动联通电信4G 双卡双待全面屏'],['众盛手机专营店'],(4G RAM+128G ROM),278,1299.0
536,['【二手9成新】vivo X21 '],['闲至优品二手手机旗舰店'],6GB+64GB,277,949.0
537,['【二手9成新】Apple iPhone6s 苹果6s 4.7英寸 二手智能'],['海星优品二手手机专营店'],16G 全网通,276,743.0
538,['【二手9成新】苹果7Plus'],['翱行二手商品专营店'],32G 全网通,275,1734.83
539,['【二手9成新】小米 Note3 骁龙660 全网通4G'],['鑫都二手手机专营店'],6GB+128GB,274,919.0
540,['华为 nova2s NFC版智能4G'],['银河信业手机专营店'],6G+64G全网通,273,1699.0
541,['魅族（MEIZU） 魅蓝5s 智能'],['宇航手机专营店'],公开全网通（3GB运存+32GB内存）,272,646.5
542,['华为（HUAWEI） Mate10 移动4G+全网通4G智能'],['久汇通官方旗舰店'],移动4G（4G+64G）,272,1725.0
543,['华硕ROG游戏'],['淘金手机专营店'],全网通 (8G+128G)精英版,272,4417.17
544,['【二手9成新】三星（SAMSUNG）Galaxy Note8（N9500）全面屏骁龙835二手'],['泰业优品二手手机旗舰店'],6+64G 全网通  三星闪充,271,1705.75
545,['【二手9成新】三星 Galaxy Note 8（N9500）商务手写笔 全面屏双卡双待 智能二手'],['文海二手商品专营店'],6+128G（全网通）赠送三星充电器套装,271,1983.75
546,['【二手95新】苹果X'],['翱行二手商品专营店'],256G 白条12期免息,271,4188.0
547,['【二手9成新】小米Mi 小米Max2 '],['辰帆优品二手手机专营店'],全网通 4G+64G,269,585.0
548,['【二手9成新】小米6 二手安卓智能'],['发动机优品二手手机专营店'],6+64G 全网通,268,1268.5
549,['【二手9成新】三星（SAMSUNG）Galaxy S8 S8+ G9550/9500曲面屏 二手'],['泰业优品二手手机旗舰店'],64G 全网通+三星闪充(S8+),268,1550.8
550,['小米Redmi红米K30 '],['疆界互联旗舰店'],6G+128G 全网通【现货速发】,266,1702.33
551,['华为（HUAWEI）荣耀20i 全网通版移动联通4G 超广角三摄全面屏AI智能'],['众盛手机专营店'],(4G RAM+128G ROM),266,1299.0
552,['【二手9成新】华为（HUAWEI）Mate9 安卓'],['好机汇二手商品专营店'],6+128G 全网通,264,1087.0
553,['华为（HUAWEI）荣耀Magic2 魔术2 魔法 '],['华信通手机专营店'],全网通 8GB+256GB,263,2545.33
554,['【二手9成新】iPhone SE 苹果SE 4英寸智能二手'],['福汇优品二手手机专营店'],64G 全网通,262,813.0
555,['华为畅享10 '],['新松联手机旗舰店'],4GB+128GB,260,1399.0
556,['【二手9成新】苹果6s'],['翱行二手商品专营店'],32G 全网通,259,843.0
557,['努比亚Z20 4800万三摄 超清双屏自拍'],['茄子手机旗舰店'],全网通(8GB+128GB),259,2669.0
558,['朵唯（ DOOV ）D9 Pro 6GB+128GB 双面玻璃 6.41极点全面屏 微信QQ八开人脸识别指纹解锁 全网通4G 天空之镜'],['朵唯手机京东自营旗舰店'],6GB+64GB,258,899.0
559,['【二手95新】华为P20 Pro 安卓智能拍照游戏'],['零度二手商品专营店'],6GB+128GB 全网通 【赠18W快充】,257,1820.8
560,['【4060毫安电池】Coolpad/酷派 C106 全网通4G移动联通电信4G'],['天润智能手机专营店'],全网通(4GB+64GB),256,499.0
561,['华为畅享10'],['伟德手机专营店'],4GB+64GB,255,1071.5
562,['三星（SAMSUNG）  Galaxy A6s(SM-G6200)'],['世纪金联手机专营店'],全网通(6G+64G),254,1191.5
563,['华为（HUAWEI）荣耀8x 全网通'],['华信通手机专营店'],全网通 6GB+128GB,253,1297.0
564,['OPPO A11x 4800万四摄大内存5000mAh大电池 视频超清防抖 全网通4G 游戏拍照'],['OPPO官方直营旗舰店'],超值套装,250,1699.0
565,['【二手9成新】魅族（MEIZU）PRO7 双卡双待全网通4G'],['愉快二手手机专营店'],4G+128G 全网通,249,749.0
566,['【二手9成新】vivo Y81s 二手'],['悦粤二手商品专营店'],3+32GB,249,499.0
567,['【二手9成新】Apple iphone 6 Plus 苹果6plus 二手'],['海之博优品二手商品专营店'],16G 全网通,248,786.0
568,['新款小米有品多亲2pro qin2S小爱同学'],['湘桂发手机专营店'],官方标配,248,647.57
569,['【二手9成新】三星Galaxy S8+（SM-G9550）二手三星S8+'],['智达二手手机专营店'],6G+128G 全网通4G 原装充电器,248,1895.17
570,['【二手9成新】苹果7'],['可多优品二手手机专营店'],128G全网通,244,1332.0
571,['【二手9成新】Huawei/华为P10 Plus '],['优锋派二手商品专营店'],6G+128G全网通4G,244,999.0
572,['【二手9成新】小米 Max2 大屏智能'],['鑫都二手手机专营店'],4GB+64GB,243,665.0
573,['华为（HUAWEI） Mate10 全面屏 '],['掌视界数码旗舰店'],移动全网通(4G+64G),243,2004.0
574,['360'],['莫拉克手机专营店'],6+64G,239,1142.33
575,['【二手9成新】Apple iphone 6 Plus 苹果6plus 二手'],['马上优品二手商品旗舰店'],64G 全网通+碎屏无忧,239,1000.33
576,['荣耀Play3 4800万AI三摄 全网通 华为 游戏 '],['明日数码旗舰店'],全网通（4G+64GB）,238,799.0
577,['三星（SAMSUNG）  Galaxy A6s(SM-G6200)'],['世纪金联手机专营店'],全网通(6G+128G),237,1366.5
578,['【二手9成新】华为 HUAWEI Mate9 pro 全网通4G 曲面屏 双卡双待 二手'],['文海二手商品专营店'],4+64G,235,1019.75
579,['【二手9成新】苹果8Plus'],['瓜子二手商品专营店'],64G 全网通,234,2505.75
580,['【二手9成新】华为'],['腾龙二手商品专营店'],2+8G全网通,233,220.33
581,['AGM H1 户外三防智能'],['AGM手机官方旗舰店'],礼品版4G+64G,233,1999.0
582,['【二手9成新】Apple iPhone6 Plus 苹果6Plus'],['经典二手商品专营店'],64G白条6期免息,232,1098.33
583,['【二手9成新】Apple iPhone6 二手苹果6 二手'],['泰业优品二手手机旗舰店'],32G 全网通,232,733.0
584,['【二手95新】 华为 HUAWEI P20 Pro 二手'],['发动机优品二手手机专营店'],6G+128G 全网通,231,1850.33
585,['CONQUEST 征服 S12 三防户外智能'],['CONQUEST手机旗舰店'],标准版（软件对讲）,228,2771.33
586,['OPPO A11'],['OPPO手机乐良专卖店'],全网通,224,1486.5
587,['AGM H1 户外三防智能'],['AGM手机官方旗舰店'],礼品版4G+32G,221,1749.0
588,['小米有品21KEC2老年机21克老人机超长待机大屏大字大声联通电信按键直板备用机学生小'],['湘桂发手机专营店'],官方标配,220,202.4
589,['华为 nova2s NFC版智能4G'],['银河信业手机专营店'],4G+64G全网通移动4G,220,1366.25
590,['【二手9成新】小米'],['腾龙二手商品专营店'],3+32G全网通,219,454.67
591,['【二手9成新】小米（MI）小米6 骁龙835 双核安卓'],['泰业优品二手手机旗舰店'],6+128G全网通,218,1221.6
592,['华为（HUAWEI）荣耀Play3 全网通'],['华信通手机专营店'],全网通4GB+64GB,218,801.5
593,['华为畅享MAX'],['伟德手机专营店'],6GB+128GB,217,1164.33
594,['华为mate10华为Mate10Pro全网通智能'],['OKSJ手机旗舰店'],移动全网通（4G+64G）赠荣耀原装耳机,217,2367.29
595,['【二手9成新】华为 mate10 '],['鑫都二手手机专营店'],6GB+128GB,215,1683.8
596,['【二手9成新】苹果6Plus'],['翱行二手商品专营店'],64G 全网通 白条12期免息,214,1131.67
597,['【12期免息】vivo S5 前置3200万写真级自拍 4800万AI四摄 4G全网通'],['vivo官方旗舰店'],8GB 128GB,214,2698.0
598,['【二手9成新】Apple iPhone6s Plus 苹果6s Plus 二手'],['经典二手商品专营店'],32G 全网通,213,1070.75
599,['小米 红米8 '],['明日数码旗舰店'],4GB+64GB,213,744.67
600,['朵唯（DOOV）8C 智能'],['酷风行手机旗舰店'],4GB+64GB,210,598.0
601,['【二手9成新】苹果4S'],['源发胜二手商品专营店'],16G 联通3G移动2G,207,222.0
602,['【二手9成新】苹果7Plus'],['万城优品二手手机专营店'],32G 全网通,207,1912.33
603,['【二手9成新】华为MateRS保时捷设计 二手'],['珊瑚二手商品专营店'],送超级快充,207,3107.5
604,['【二手9成新】 华为'],['腾龙二手商品专营店'],3+16G 移动联通4G双网标准板,206,359.8
605,['华为（HUAWEI）荣耀20i 全网通版移动联通4G 超广角三摄全面屏AI智能'],['众盛手机专营店'],(6G RAM+256G ROM),206,1799.0
606,['【二手9成新】华为'],['腾龙二手商品专营店'],4+128G 全网通,204,791.33
607,['【二手9成新】Apple iPhone5s 苹果5s 智能二手'],['福汇优品二手手机专营店'],16G 移动/联通双4G,204,481.33
608,['【二手9成新】苹果X'],['翱行二手商品专营店'],256G 全网通,204,3528.0
609,['realme X2Pro '],['智美尚品手机专营店'],8GB+128GB 全网通,203,2849.0
610,['【二手9成新】Apple iPhone 6s 苹果6s 二手'],['马上优品二手商品旗舰店'],64G 全网通+碎屏无忧,203,924.5
611,['【二手9成新】一加5t'],['梦马二手商品专营店'],8+128G 全网通,202,1228.33
612,['vivo U3'],['vivo兰珊专卖店'],全网通,202,1099.0
613,['朵唯D11新款6GB+64/128GB智能'],['金诚腾达手机专营店'],6GB+128GB,201,778.0
614,['【二手9成新】vivo X23 水滴屏全面屏'],['丰泽优品二手商品专营店'],全网通(8G RAM+128G ROM),200,1644.4
615,['【二手9成新】VIVO X23 安卓二手'],['柒点二手手机专营店'],6GB+128GB,199,1920.5
616,['OPPO A11x新品'],['OPPO墨白专卖店'],超值套装,198,1653.55
617,['小米红米K30 王一博同款'],['佳沪手机旗舰店'],全网通8G+128G,198,1899.0
618,['【二手8成新】Apple iPhone 6 苹果6二手 苹果'],['同城帮二手商品专营店'],64GB 全网通4G,197,768.0
619,['【二手9成新】Apple iPhone 6   苹果6 二手苹果'],['和初二手商品专营店'],64G全网通,197,718.0
620,['【二手9成新】Apple iPhone 4s 苹果4s 二手'],['马上优品二手商品旗舰店'],8G 联通3G移动2G 6.13系统,197,218.5
621,['誉品（YEPEN） YP958 4G全网通老年'],['誉品手机官方旗舰店'],升级版2.8寸(移动联通2G),196,79.0
622,['ROG游戏'],['ROG京东自营官方旗舰店'],12GB+1T,196,7999.0
623,['【二手9成新】vivo Xplay6 指纹 面部识别 5.46英寸曲面屏游戏拍照'],['悦粤二手商品专营店'],(6G RAM 128G ROM),195,1350.0
