title,store,Unnamed: 0,sells,price
红米+note8,['同达丰手机旗舰店'],1649.5,1475,1220.0
apple+iphone11,['发动机优品二手手机专营店'],3599.84,1471,6534.94
apple+iphone7,['鹏瑶旗舰店'],1455.5,1467,3224.25
华为+畅享9plus,['淘金手机专营店'],2109.33,1465,1309.17
红米+7a,['众盛手机专营店'],1193.33,1463,536.33
红米+note8,['明日数码旗舰店'],2029.14,1458,1275.54
荣耀+v20,['京联通达旗舰店'],1317.0,1445,2128.5
华为+p30,['头号卖家旗舰店'],2167.17,1444,4425.0
魅族+x8,['谷高数码手机专营店'],1274.0,1435,1085.11
荣耀+9x,['掌视界数码旗舰店'],1255.0,1425,2199.0
华为+mate30pro,['京联通达旗舰店'],2368.14,1424,6883.54
apple+iphone11,['泰业优品二手手机旗舰店'],3489.13,1413,6239.04
oppo+k5,['OPPO墨白专卖店'],991.0,1410,2086.5
apple+iphonexr,['拍拍二手自营旗舰店'],2592.11,1396,4193.44
小米+cc9,['掌视界数码旗舰店'],2103.8,1379,1595.27
华为+畅享10plus,['头号卖家旗舰店'],1611.67,1378,1552.33
华为+nova5,['众宇通手机专营店'],2102.17,1378,2099.0
华为+mate20pro,['发动机优品二手手机专营店'],3124.91,1348,3220.01
华为+畅享8,['OKSJ手机旗舰店'],1394.0,1318,678.0
荣耀+20i,['众宇通手机专营店'],1958.5,1315,1274.49
锤子+坚果pro3,['坚果Smartisan官方旗舰店'],1239.0,1313,3132.33
oppo+r17,['闲至优品二手手机旗舰店'],1110.0,1311,1365.0
华为+mate30pro,['聚捷联盛手机旗舰店'],2609.88,1300,6871.92
小米+小米9,['闲至优品二手手机旗舰店'],3604.62,1288,2519.55
荣耀+20i,['聚捷联盛手机旗舰店'],1362.33,1287,1209.56
华为+nova5,['淘金手机专营店'],2436.43,1286,2184.71
小米+cc9,['聚捷联盛手机旗舰店'],2577.42,1279,2018.38
华为+nova5pro,['牧申手机旗舰店'],1798.0,1274,2804.0
华为+畅享9plus,['天塔汇昇旗舰店'],2200.33,1272,1565.67
apple+iphonexsmax,['世讯通二手手机专营店'],1150.0,1263,4925.83
小米+cc9,['华信通手机专营店'],2131.17,1249,1520.62
华为+畅享10plus,['京铠玄手机旗舰店'],1829.0,1246,1665.67
荣耀+20,['京铠玄手机旗舰店'],2485.0,1246,1626.44
华为+mate20x,['新松联手机旗舰店'],1223.0,1236,4128.5
荣耀+20pro,['新松联手机旗舰店'],1479.5,1223,2511.84
荣耀+20i,['OKSJ手机旗舰店'],1424.0,1215,1365.67
apple+iphone11,['华信通手机专营店'],1308.67,1200,5808.06
华为+nova5pro,['头号卖家旗舰店'],1228.5,1198,2739.0
vivo+z3,['vivo智美专卖店'],2264.25,1197,1315.86
apple+iphone8,['闪回二手商品专营店'],2412.33,1193,2283.75
荣耀+20,['新松联手机旗舰店'],2169.0,1174,1484.17
apple+iphonex,['聚捷联盛手机旗舰店'],3274.75,1167,7324.0
荣耀+8x,['众盛手机专营店'],2119.5,1166,1176.4
apple+iphone8,['拍拍二手自营旗舰店'],2363.0,1166,2872.33
华为+nova5pro,['新松联手机旗舰店'],1469.0,1164,2695.0
apple+iphone8plus,['经典二手商品专营店'],2903.17,1157,3180.54
小米+cc9,['茄子手机旗舰店'],2494.11,1155,1929.27
荣耀+10,['淘金手机专营店'],1896.6,1151,1256.2
华为+mate30pro,['久汇通官方旗舰店'],3332.3,1146,6811.67
apple+iphone11,['头号卖家旗舰店'],2106.33,1144,7944.07
华为+mate20x,['福气多多手机旗舰店'],1462.0,1141,4947.75
apple+iphonex,['海之博优品二手商品专营店'],2936.0,1124,3556.12
apple+iphonex,['闪回二手商品专营店'],1093.0,1113,3449.0
荣耀+v20,['聚捷联盛手机旗舰店'],2021.33,1109,1969.89
荣耀+10,['千瑞达手机旗舰店'],1673.33,1106,1827.2
apple+iphonex,['智达二手手机专营店'],3278.7,1106,3648.08
荣耀+20,['久汇通官方旗舰店'],1099.5,1101,2399.0
小米+mix2s,['泰业优品二手手机旗舰店'],2203.5,1099,1243.5
三星+galaxys10,['三星二手手机旗舰店'],2511.75,1095,4049.0
红米+note8,['京铠玄手机旗舰店'],1852.67,1078,1094.58
华为+nova5,['冰之凯盛手机专营店'],2395.0,1075,1783.38
小米+mix3,['闲至优品二手手机旗舰店'],2970.0,1060,1877.11
联想+z5,['世云手机专营店'],2498.6,1054,941.5
黑鲨+,['炜东电商旗舰店'],1843.67,1051,2943.22
荣耀+20pro,['掌视界数码旗舰店'],1131.5,1050,2730.5
华为+nova5,['牧申手机旗舰店'],2462.0,1047,2109.0
三星+galaxys10+,['三星二手手机旗舰店'],2716.6,1041,4999.0
apple+iphone11,['迪信通官方旗舰店'],1833.33,1040,6099.0
小米+小米9se,['明日数码旗舰店'],1423.0,1031,1809.33
华为+畅享9,['头号卖家旗舰店'],1180.0,1027,949.0
华为+mate20pro,['优品美手机专营店'],2199.0,1027,4665.67
荣耀+9x,['冰之凯盛手机专营店'],1936.75,1017,1549.0
apple+iphone11promax,['牧申手机旗舰店'],2629.67,1011,11449.67
红米+note8,['掌视界数码旗舰店'],2087.17,1011,1222.33
oppo+a9,['OPPO手机乐良专卖店'],1275.5,1008,1449.0
apple+iphone7,['翱行二手商品专营店'],2547.33,1003,1617.37
华为+p30,['闲至优品二手手机旗舰店'],2858.33,997,3362.13
华为+畅享9,['众宇通手机专营店'],1157.5,984,974.0
华为+畅享10plus,['京联通达旗舰店'],1582.33,981,1664.0
apple+iphone11,['优品美手机专营店'],3012.45,980,7841.91
荣耀+20i,['东呵东手机专营店'],1992.0,979,1424.0
荣耀+9x,['茄子手机旗舰店'],1982.75,979,1430.25
apple+iphonexr,['淘金手机专营店'],1898.0,974,5839.67
小米+cc9,['谷高数码手机专营店'],1882.67,974,2738.0
诺基亚+x7,['聚捷联盛手机旗舰店'],2795.67,974,1799.0
apple+iphone7,['聚捷联盛手机旗舰店'],2281.17,971,3296.5
华为+nova4,['伟德手机专营店'],1209.0,970,1152.0
一加+7,['牧申手机旗舰店'],1906.5,969,4424.0
小米+小米9,['掌视界数码旗舰店'],2726.57,966,3390.29
红米+note8,['优爱特手机专营店'],1596.33,965,1361.33
小米+mix2s,['发动机优品二手手机专营店'],2291.5,964,1232.83
黑鲨+,['华信通手机专营店'],1796.0,961,3853.96
华为+nova5,['福气多多手机旗舰店'],2267.25,959,1957.33
荣耀+v20,['掌视界数码旗舰店'],1796.0,958,2149.0
oppo+renoz,['OPPO手机乐良专卖店'],1362.0,956,2249.0
红米+7a,['新松联手机旗舰店'],1199.5,951,585.5
魅族+16x,['新松联手机旗舰店'],1202.0,945,1277.66
荣耀+v20,['优爱特手机专营店'],1926.0,938,2186.87
oppo+a9,['OPPO酷炫手机专卖店'],1261.0,935,1449.0
华为+畅享9plus,['头号卖家旗舰店'],1193.0,917,1195.12
apple+iphonex,['诚嘉优品二手手机专营店'],2570.67,915,3609.61
华为+畅享9plus,['众宇通手机专营店'],1206.5,908,1229.0
华为+畅享10plus,['聚捷联盛手机旗舰店'],1643.33,906,1649.0
华为+畅享9plus,['华信通手机专营店'],1344.0,897,1193.0
华为+p30,['京铠玄手机旗舰店'],2670.71,894,4416.41
apple+iphonex,['马顺二手商品专营店'],3046.56,893,4592.83
华为+nova4,['众宇通手机专营店'],1353.5,891,1214.0
华为+畅享10plus,['佳沪手机旗舰店'],1925.33,891,1665.67
apple+iphone8,['可多优品二手手机专营店'],2357.33,883,2376.79
华为+nova5pro,['茄子手机旗舰店'],1753.0,881,2699.0
联想+z5pro,['世云手机专营店'],2572.43,881,1763.14
红米+k20pro,['淘金手机专营店'],2567.75,863,2501.57
apple+iphonex,['沪上优品二手商品专营店'],2882.78,860,4575.94
小米+小米8,['明日数码旗舰店'],1820.33,855,1209.22
荣耀+8x,['伟德手机专营店'],1724.67,853,1107.53
apple+iphonexsmax,['鸿兴优品二手手机专营店'],3034.67,847,5740.5
小米+小米9,['中国移动手机官方旗舰店'],1246.0,843,4048.75
华为+mate30,['天翼电信旗舰店'],1716.25,842,4699.0
华为+nova5pro,['普华手机专营店'],2532.67,841,2711.67
荣耀+v30,['久汇通官方旗舰店'],3382.38,828,3836.5
红米+8a,['伟德手机专营店'],2155.0,819,664.66
华为+mate30,['京铠玄手机旗舰店'],1625.5,815,5249.0
oppo+r17,['天天优品二手商品专营店'],1304.0,813,1453.25
oppo+a5,['头号卖家旗舰店'],1331.5,813,942.75
荣耀+magic2,['优爱特手机专营店'],2270.67,809,2665.67
小米+max3,['淘金手机专营店'],1290.0,790,1266.83
apple+iphone11,['千瑞达手机旗舰店'],2117.0,774,6036.58
apple+iphonex,['爱悠品二手商品专营店'],3464.83,772,3493.83
华为+mate20x,['茄子手机旗舰店'],2684.0,772,5099.0
apple+iphonexs,['新松联手机旗舰店'],1898.0,763,5873.0
荣耀+20pro,['聚捷联盛手机旗舰店'],1895.0,762,2980.67
华为+mate30pro,['疆界互联旗舰店'],2881.8,751,7259.04
apple+iphone11,['宏图手机专营店'],2429.0,745,6033.79
华为+nova5pro,['易橙手机专营店'],1548.5,735,2699.0
华为+nova5,['君问手机旗舰店'],1312.5,735,1599.0
华为+畅享9plus,['福气多多手机旗舰店'],1326.5,734,1199.0
华为+p30,['泰业优品二手手机旗舰店'],2996.17,732,3946.83
荣耀+magic2,['炜东电商旗舰店'],1746.0,726,2074.0
华为+畅享10plus,['福气多多手机旗舰店'],1729.0,724,1665.67
华为+畅享9plus,['伟德手机专营店'],1912.33,722,1104.0
apple+iphone8,['鸿兴优品二手手机专营店'],3098.38,722,2686.47
三星+galaxys10,['中国移动手机官方旗舰店'],1712.5,713,3809.0
小米+max3,['疆界互联旗舰店'],1737.0,708,1199.67
vivo+z5,['vivo智美专卖店'],1900.75,708,1711.44
荣耀+20,['京联通达旗舰店'],1750.0,707,2649.0
华为+nova6,['新松联手机旗舰店'],2863.67,707,3732.33
apple+iphonex,['天天优品二手商品专营店'],1343.0,705,3463.25
荣耀+v20,['闲至优品二手手机旗舰店'],1376.5,694,1539.0
红米+k20,['茄子手机旗舰店'],1634.0,687,1745.0
vivo+u1,['vivo兰珊专卖店'],2062.0,685,799.0
小米+小米9,['茄子手机旗舰店'],2318.0,682,2570.56
华为+mate20x,['聚捷联盛手机旗舰店'],2000.0,682,4899.0
apple+iphonexr,['冰之凯盛手机专营店'],3120.25,679,5596.92
红米+7a,['聚捷联盛手机旗舰店'],1719.33,676,512.33
apple+iphonexr,['鸿兴优品二手手机专营店'],3216.83,675,4092.69
apple+iphonexsmax,['炜东电商旗舰店'],1367.5,670,6443.5
荣耀+20i,['明日数码旗舰店'],2240.5,665,1374.0
三星+galaxys10+,['中国移动手机官方旗舰店'],1598.5,664,4969.0
apple+iphonexs,['世讯通二手手机专营店'],1547.0,660,4290.66
华为+nova4,['优爱特手机专营店'],1393.0,657,1238.5
荣耀+20,['炜东电商旗舰店'],2549.33,652,1782.33
apple+iphone8plus,['丰泽优品二手商品专营店'],1675.5,652,3285.75
红米+k20,['淘金手机专营店'],1864.67,645,1949.89
华为+nova6,['宏图手机专营店'],2187.0,644,3731.5
华为+畅享10plus,['同达丰手机旗舰店'],1572.0,639,1549.0
华为+畅享10plus,['牧申手机旗舰店'],2185.67,638,1639.89
apple+iphone7,['乐亨优品二手商品专营店'],2141.0,634,1578.0
华为+畅享10plus,['易销科技手机专营店'],1725.67,631,1665.67
荣耀+20,['牧申手机旗舰店'],2485.5,630,1524.0
apple+iphonex,['拍拍二手自营旗舰店'],2327.17,628,4544.0
努比亚+红魔3,['聚捷联盛手机旗舰店'],2909.88,626,3599.0
华为+p30,['同达丰手机旗舰店'],2232.5,622,3658.5
vivo+z5,['vivo兰珊专卖店'],2007.25,620,1685.5
华为+nova4,['华信通手机专营店'],2026.5,619,1195.17
apple+iphonex,['经典二手商品专营店'],3021.67,618,3704.33
小米+mix3,['谷高数码手机专营店'],2199.33,612,2251.33
apple+iphonexr,['同城帮二手商品专营店'],3069.67,610,3883.33
小米+小米9,['头号卖家旗舰店'],2543.14,610,2499.43
魅族+x8,['新松联手机旗舰店'],1467.5,610,933.34
华为+nova5,['OKSJ手机旗舰店'],2160.2,609,2059.0
荣耀+20i,['牧申手机旗舰店'],2089.33,608,1365.67
黑鲨+,['佳沪手机旗舰店'],2233.33,605,3724.0
华为+nova5,['掌视界数码旗舰店'],1778.33,605,2099.0
apple+iphone11,['鸿兴优品二手手机专营店'],3711.67,600,5990.8
oppo+k3,['OPPO官方直营旗舰店'],1846.0,600,1899.0
华为+nova5,['易销科技手机专营店'],2730.8,596,2019.0
apple+iphone7,['沪上优品二手商品专营店'],2656.2,594,1624.92
华为+nova5,['新松联手机旗舰店'],1707.5,593,1599.0
华为+畅享9,['冰之凯盛手机专营店'],1964.33,592,872.5
apple+iphone8,['南起二手手机专营店'],1872.0,592,2799.0
黑鲨+,['愉快二手手机专营店'],2977.86,589,1938.9
华为+p30,['优品美手机专营店'],2444.0,589,4421.33
红米+k20,['谷高数码手机专营店'],2028.33,577,1651.33
vivo+x27pro,['闲至优品二手手机旗舰店'],2892.67,576,2007.24
apple+iphone11promax,['冰之凯盛手机专营店'],3895.67,576,11774.3
华为+mate20pro,['众宇通手机专营店'],2559.5,572,4400.5
apple+iphone11,['银河信业手机专营店'],2657.67,571,8115.67
oppo+reno,['OPPO官方直营旗舰店'],3102.62,569,3812.54
华为+p30,['零度二手商品专营店'],2742.86,568,3497.37
apple+iphonexs,['弘朝二手商品专营店'],3667.6,568,5347.1
apple+iphone8plus,['万城优品二手手机专营店'],3090.0,564,3188.25
荣耀+v30,['疆界互联旗舰店'],2046.75,554,3774.78
小米+cc9,['淘金手机专营店'],2777.29,551,1503.19
努比亚+红魔3,['佳沪手机旗舰店'],2492.0,550,3157.34
apple+iphonexr,['牧申手机旗舰店'],2385.67,548,5078.78
apple+iphone11,['京合旗舰店'],2916.5,548,8132.33
apple+iphonexr,['京铠玄手机旗舰店'],2387.25,548,6074.0
华为+nova6,['京铠玄手机旗舰店'],2590.67,547,3732.33
华为+mate20pro,['牧申手机旗舰店'],1560.5,547,4299.0
oppo+a5,['悦粤二手商品专营店'],1966.0,546,598.33
红米+8a,['疆界互联旗舰店'],2768.5,543,690.0
华为+mate30,['头号卖家旗舰店'],2522.0,542,4882.61
华为+p30,['中国移动手机官方旗舰店'],3010.43,534,3399.05
荣耀+v20,['伟德手机专营店'],1983.67,534,1921.56
apple+iphone8,['XINKE海外专营店'],1948.5,532,3380.5
红米+7,['聚捷联盛手机旗舰店'],2739.67,527,792.67
红米+k20,['聚捷联盛手机旗舰店'],1918.67,526,1921.22
华为+mate20pro,['头号卖家旗舰店'],1563.5,525,4299.0
华为+nova5pro,['冰之凯盛手机专营店'],1855.5,525,2490.4
apple+iphone8plus,['炜东电商旗舰店'],2216.0,522,4915.0
oppo+reno,['牧申手机旗舰店'],2742.5,519,3043.44
apple+iphone8plus,['拍拍二手自营旗舰店'],2512.75,515,3661.5
荣耀+10,['谷高数码手机专营店'],2674.67,504,1131.0
红米+note8,['华信通手机专营店'],2137.33,504,1361.33
荣耀+8x,['时器数码旗舰店'],2560.0,500,1159.0
华为+nova5,['京联通达旗舰店'],2722.0,499,1765.66
oppo+reno,['丰泽优品二手商品专营店'],1883.33,495,1904.39
apple+iphonex,['星际二手商品专营店'],3116.17,493,3636.42
华为+nova4,['优品美手机专营店'],2490.4,492,1530.67
apple+iphonex,['福汇优品二手手机专营店'],2276.0,485,3443.0
apple+iphonexsmax,['智达二手手机专营店'],3080.12,483,5250.83
华为+mate30,['聚捷联盛手机旗舰店'],2790.0,483,15177.0
努比亚+红魔,['淘金手机专营店'],2562.5,475,1865.0
努比亚+红魔3,['疆界互联旗舰店'],1668.0,471,3559.6
apple+iphone7,['诚嘉优品二手手机专营店'],2996.67,466,2063.72
华为+mate20pro,['中国移动手机官方旗舰店'],1632.5,465,4299.0
荣耀+20,['茄子手机旗舰店'],2393.0,464,2292.33
华为+nova5pro,['淘金手机专营店'],3073.0,459,2779.0
vivo+x27pro,['丰泽优品二手商品专营店'],1754.0,459,2838.67
apple+iphone8,['马上优品二手商品旗舰店'],1818.0,457,2592.56
华为+nova5pro,['文海二手商品专营店'],2705.75,455,2099.09
小米+max3,['华信通手机专营店'],1687.0,443,1112.34
华为+nova5,['咪咕旗舰店'],1642.5,442,1599.0
apple+iphone8,['炜东电商旗舰店'],2068.67,440,3894.67
apple+iphone7,['信谊二手商品专营店'],1907.5,439,1687.0
apple+iphone11,['上海盛南连锁通信专营店'],3098.33,436,7441.17
一加+6t,['愉快二手手机专营店'],2834.0,431,2216.5
小米+小米9,['明日数码旗舰店'],2560.0,430,3996.75
一加+7pro,['愉快二手手机专营店'],2173.33,428,3085.67
华为+mate30,['千瑞达手机旗舰店'],2435.75,425,4749.0
荣耀+10,['茄子手机旗舰店'],1994.5,425,1526.0
apple+iphonexs,['拍拍二手自营旗舰店'],3007.0,419,4912.33
荣耀+v30,['OKSJ手机旗舰店'],2201.25,417,3774.0
华为+畅享9plus,['优爱特手机专营店'],1877.5,416,1153.0
apple+iphone7,['疆界互联旗舰店'],2724.5,409,3846.75
apple+iphonexsmax,['南起二手手机专营店'],2404.33,409,5532.33
华为+p30,['牧申手机旗舰店'],3085.4,409,3674.2
红米+8a,['茄子手机旗舰店'],2435.5,404,683.5
华为+mate20,['君问手机旗舰店'],1748.0,403,2607.38
华为+p30,['疆界互联旗舰店'],2267.0,398,5649.91
华为+mate20x,['众宇通手机专营店'],2559.5,392,5040.67
华为+mate30pro,['京铠玄手机旗舰店'],1854.5,388,6049.0
vivo+z3,['悦粤二手商品专营店'],2503.0,383,882.94
华为+p30,['严集手机旗舰店'],2983.29,382,4273.71
小米+小米9,['同达丰手机旗舰店'],2762.0,382,4048.75
华为+mate30pro,['头号卖家旗舰店'],2766.6,380,6659.0
apple+iphone8plus,['君问手机旗舰店'],1919.0,380,4434.0
华为+p30,['乐服手机旗舰店'],3125.0,378,4666.08
oppo+k5,['OPPO酷炫手机专卖店'],2125.67,375,2113.49
apple+iphonexsmax,['发动机优品二手手机专营店'],3175.83,375,5254.86
华为+mate20pro,['零度二手商品专营店'],2247.33,375,2956.9
红米+k20,['同达丰手机旗舰店'],1756.0,373,1696.0
华为+nova5pro,['沃晟手机专营店'],1940.5,366,2719.0
华为+nova6,['炜东电商旗舰店'],2180.33,362,3732.33
apple+iphone11,['豫穆手机专营店'],3067.6,361,6015.67
apple+iphonex,['南起二手手机专营店'],1847.0,359,4086.0
apple+iphonexr,['银河信业手机专营店'],3076.33,359,4965.67
小米+小米8,['同城帮二手商品专营店'],2664.75,358,1416.96
oppo+reno,['OPPO盈毅手机专卖店'],1793.5,355,3300.16
apple+iphone11,['零度二手商品专营店'],2894.0,347,5422.54
apple+iphone8,['君问手机旗舰店'],2036.5,347,3465.67
荣耀+v20,['淘金手机专营店'],2495.67,345,2466.67
红米+7a,['京铠玄手机旗舰店'],2226.0,341,527.67
华为+mate20,['零度二手商品专营店'],1900.0,338,1889.0
apple+iphone7,['冰之凯盛手机专营店'],2657.2,335,3548.8
vivo+u1,['vivo智美专卖店'],3133.67,332,865.67
努比亚+红魔3,['茄子手机旗舰店'],2947.5,331,2951.38
荣耀+8x,['鑫都二手手机专营店'],2483.25,331,877.9
华为+nova5pro,['谷高数码手机专营店'],2163.5,330,2699.0
华为+nova5pro,['众宇通手机专营店'],2644.5,330,2749.0
红米+8a,['优爱特手机专营店'],2547.0,327,673.0
华为+mate20x,['牧申手机旗舰店'],2437.5,325,3949.0
华为+mate30pro,['优品美手机专营店'],3257.5,324,6871.22
小米+mix2s,['创信誉二手商品专营店'],2314.0,322,1272.44
apple+iphone8,['冰之凯盛手机专营店'],3252.89,319,3985.93
荣耀+20pro,['文海二手商品专营店'],2910.75,317,2106.12
apple+iphonexr,['千瑞达手机旗舰店'],2376.33,316,5044.33
荣耀+10,['鑫都二手手机专营店'],2603.33,314,1169.6
华为+mate20x,['发动机优品二手手机专营店'],3394.38,314,2987.16
华为+nova4,['千瑞达手机旗舰店'],2117.0,310,1303.34
华为+mate20x,['零度二手商品专营店'],2017.5,305,3841.25
apple+iphone11promax,['聚捷联盛手机旗舰店'],3519.42,303,11950.81
华为+畅享10plus,['茄子手机旗舰店'],2578.0,301,1665.67
荣耀+20pro,['炜东电商旗舰店'],1970.0,299,2849.0
oppo+findx,['毕城优品二手商品专营店'],2711.5,299,2591.5
小米+cc9,['同达丰手机旗舰店'],2523.0,298,1128.33
小米+小米8,['毕城优品二手商品专营店'],2561.0,298,1667.8
锤子+坚果pro3,['疆界互联旗舰店'],2268.33,297,3187.89
华为+mate30,['众宇通手机专营店'],2756.67,296,4889.9
小米+cc9,['京铠玄手机旗舰店'],2763.5,295,2749.0
apple+iphonexr,['优锋派二手商品专营店'],3201.71,294,3954.57
oppo+renoz,['闲至优品二手手机旗舰店'],2655.0,293,2166.98
小米+cc9,['伟德手机专营店'],2961.5,291,1070.75
apple+iphonex,['闪搜二手手机专营店'],3203.0,289,3746.0
努比亚+红魔,['辰帆优品二手手机专营店'],2955.6,287,1393.0
荣耀+20,['聚捷联盛手机旗舰店'],2172.0,285,1651.5
华为+mate20,['发动机优品二手手机专营店'],3176.75,285,2122.75
荣耀+magic2,['发动机优品二手手机专营店'],2460.33,282,1644.33
华为+mate30,['疆界互联旗舰店'],2015.5,280,5250.76
努比亚+x,['茄子手机旗舰店'],2661.67,278,2320.11
华为+畅享9,['新松联手机旗舰店'],2586.0,276,758.0
华为+mate20pro,['马上优品二手商品旗舰店'],2500.33,275,3077.27
三星+galaxys10,['文海二手商品专营店'],3246.0,274,3712.88
华为+nova4,['则合手机专营店'],2193.5,274,1196.34
apple+iphone11,['冰之凯盛手机专营店'],3536.2,274,9998.0
小米+小米9,['炜东电商旗舰店'],3288.67,274,3912.42
apple+iphone7,['南起二手手机专营店'],1987.5,274,1632.0
apple+iphone8plus,['诚嘉优品二手手机专营店'],2655.5,273,2992.62
荣耀+v30,['明日数码旗舰店'],2656.25,272,3778.64
华为+nova6,['掌视界数码旗舰店'],2500.0,269,3732.33
红米+note8,['谷高数码手机专营店'],2646.75,268,1427.17
apple+iphone11promax,['京联通达旗舰店'],2483.0,268,10732.33
华为+mate30,['茄子手机旗舰店'],2843.0,267,4249.62
华为+mate30,['中益德诚手机专营店'],2429.0,266,5176.22
华为+mate30,['优品美手机专营店'],2108.5,264,4149.0
一加+7pro,['疆界互联旗舰店'],3517.11,263,4133.82
华为+mate30,['君问手机旗舰店'],2979.33,263,5015.11
小米+cc9,['牧申手机旗舰店'],3560.33,262,2817.56
红米+k20pro,['闲至优品二手手机旗舰店'],2599.5,262,1949.75
oppo+r17,['马上优品二手商品旗舰店'],2028.5,258,1493.75
小米+mix2s,['冰之凯盛手机专营店'],3045.5,255,1899.0
红米+7,['闪回二手商品专营店'],2886.5,255,743.5
vivo+x27,['真不同二手商品专营店'],2204.5,254,1868.7
华为+mate30,['京联通达旗舰店'],2078.5,253,5249.0
apple+iphone11,['君问手机旗舰店'],3409.25,246,6759.83
小米+小米8,['伟德手机专营店'],2068.0,243,1983.17
华为+畅享10plus,['华信通手机专营店'],2564.67,243,1665.67
荣耀+magic2,['谷高数码手机专营店'],2090.0,241,1776.67
apple+iphone8,['瓜子二手商品专营店'],2211.0,240,2305.66
华为+mate30pro,['中国移动手机官方旗舰店'],2945.0,238,6733.67
apple+iphonexr,['闪回二手商品专营店'],2601.33,237,3758.33
apple+iphonexs,['鸿兴优品二手手机专营店'],3212.83,237,4793.17
apple+iphonexs,['南起二手手机专营店'],2209.0,236,4737.34
红米+8a,['华信通手机专营店'],2627.0,236,686.16
一加+7pro,['发动机优品二手手机专营店'],2495.33,235,3693.78
vivo+iqoo,['闲至优品二手手机旗舰店'],3254.33,233,1911.17
华为+mate20,['鑫都二手手机专营店'],2097.5,231,1879.6
apple+iphonexsmax,['万城优品二手手机专营店'],3640.33,231,5958.44
荣耀+9i,['闲至优品二手手机旗舰店'],2203.0,230,822.75
红米+8a,['同达丰手机旗舰店'],2488.5,227,664.5
apple+iphone8,['疆界互联旗舰店'],2993.75,227,3751.25
apple+iphone11promax,['头号卖家旗舰店'],2497.33,226,10724.0
apple+iphone8plus,['福汇优品二手手机专营店'],2278.0,221,2865.5
华为+畅享10plus,['众宇通手机专营店'],2511.33,220,1665.67
荣耀+8x,['千瑞达手机旗舰店'],2548.0,218,1147.87
华为+nova5pro,['小Q优品二手手机专营店'],2912.75,217,2146.71
锤子+坚果pro3,['牧申手机旗舰店'],2647.67,216,3044.56
华为+nova4,['鑫都二手手机专营店'],2880.0,212,1174.1
apple+iphonexr,['掌视界数码旗舰店'],3025.0,211,6424.22
apple+iphone8plus,['南起二手手机专营店'],3315.25,211,3335.5
apple+iphone11promax,['上海盛南连锁通信专营店'],2682.67,210,9265.67
荣耀+8x,['银河信业手机专营店'],2265.5,209,1114.0
vivo+x27,['vivo兰珊专卖店'],2416.5,205,2623.0
apple+iphone8,['诚嘉优品二手手机专营店'],2785.5,205,2444.83
apple+iphonexsmax,['海之博优品二手商品专营店'],3671.67,204,5293.17
华为+nova5,['聚捷联盛手机旗舰店'],3011.5,204,2249.0
荣耀+10,['OKSJ手机旗舰店'],2522.0,203,1738.17
华为+nova6,['冰之凯盛手机专营店'],3767.67,203,3732.75
apple+iphone8plus,['乐亨优品二手商品专营店'],2906.0,203,3056.31
荣耀+20i,['同达丰手机旗舰店'],2775.33,201,1236.0
华为+p30,['马上优品二手商品旗舰店'],3137.67,201,3094.6
华为+nova6,['佳沪手机旗舰店'],2559.5,198,4049.0
小米+小米9,['发动机优品二手手机专营店'],3205.5,198,2165.25
华为+mate20,['天塔汇昇旗舰店'],2239.5,197,2949.0
一加+6t,['毕城优品二手商品专营店'],2486.5,197,1553.7
apple+iphone11,['天翼电信旗舰店'],2995.0,197,10065.67
魅族+16,['新松联手机旗舰店'],2238.0,194,2919.0
荣耀+8x,['毕城优品二手商品专营店'],2790.5,191,829.12
小米+cc9,['明日数码旗舰店'],2703.67,190,1860.25
oppo+reno,['悦粤二手商品专营店'],2987.5,189,1606.25
华为+畅享9,['普华手机专营店'],2579.5,189,987.75
vivo+iqoo,['愉快二手手机专营店'],3233.4,188,2195.56
荣耀+magic2,['淘金手机专营店'],2509.0,187,2460.16
华为+mate20x,['银河信业手机专营店'],2451.5,187,3599.0
红米+8a,['新松联手机旗舰店'],2648.5,186,702.33
华为+mate20pro,['鑫都二手手机专营店'],2653.67,185,2933.33
华为+p30,['文海二手商品专营店'],3131.0,184,3829.95
apple+iphonexsmax,['同城帮二手商品专营店'],3482.33,183,5578.11
红米+7a,['牧申手机旗舰店'],2651.0,183,516.0
红米+k20pro,['谷高数码手机专营店'],3081.0,180,2724.47
荣耀+9x,['京联通达旗舰店'],2686.0,179,2249.0
荣耀+20pro,['京联通达旗舰店'],2411.5,178,2965.66
三星+galaxys10,['智达二手手机专营店'],3907.25,178,3984.81
小米+小米9se,['华信通手机专营店'],2677.33,177,2699.0
华为+畅享10plus,['京合旗舰店'],2611.33,175,1682.33
华为+nova5pro,['天翼电信旗舰店'],2464.5,175,2599.0
三星+galaxys10+,['文海二手商品专营店'],3536.5,175,4921.47
一加+6t,['优锋派二手商品专营店'],2863.0,171,1929.0
红米+note8,['迪信通官方旗舰店'],3347.33,170,1432.33
apple+iphonex,['攀研商品二手专营店'],3480.33,170,4259.33
华为+畅享9plus,['鑫都二手手机专营店'],2696.67,170,898.33
小米+小米9,['冰之凯盛手机专营店'],3733.5,170,4586.5
apple+iphonexr,['南起二手手机专营店'],3072.33,166,4186.33
华为+p30,['普华手机专营店'],3356.67,165,4420.54
三星+galaxynote10,['疆界互联旗舰店'],3098.33,165,7399.0
